id,function_name,codeFunctions,originalComment,codeComment
1132,compute_steps,"def compute_steps(program, max_steps=100):
    
    steps = [program.copy()]
    seen_states = {tuple(program)}

    for step in range(max_steps):
        current = steps[-1]
        new_program = None

        for i in range(len(current) - 1):
            a, b = current[i], current[i + 1]
            if a == ""A#"" and b == ""#A"":
                new_program = current[:i] + current[i + 2 :]
            elif a == ""A#"" and b == ""#B"":
                new_program = current[:i] + [""#B"", ""A#""] + current[i + 2 :]
            elif a == ""B#"" and b == ""#A"":
                new_program = current[:i] + [""#A"", ""B#""] + current[i + 2 :]
            elif a == ""B#"" and b == ""#B"":
                new_program = current[:i] + current[i + 2 :]

            if new_program is not None:
                break

        if new_program is None:
            # No more transformations possible
            return steps, False

        if tuple(new_program) in seen_states:
            # Detected a loop, meaning non-halting behavior
            return steps, True

        steps.append(new_program)
        seen_states.add(tuple(new_program))

    return steps, True",Computes the transformation steps and detects if the program does not halt.,Simulate transformations on a program to detect halting or looping behavior.
1133,_handle_analyze_query_performance,"def _handle_analyze_query_performance(
        self, keyspace: str, query: str, ctx: Optional[Context] = None
    ) -> str:
        
        try:
            if not keyspace:
                raise Exception('Keyspace name is required')

            if not query:
                raise Exception('Query is required')

            analysis_result = self.query_analysis_service.analyze_query(keyspace, query)

            # Build a user-friendly response
            formatted_text = '## Query Analysis Results\n\n'
            formatted_text += f'**Query:** `{query}`\n\n'
            formatted_text += f'**Table:** `{analysis_result.table_name}`\n\n'
            formatted_text += '### Performance Assessment\n\n'
            formatted_text += f'{analysis_result.performance_assessment}\n\n'

            if analysis_result.recommendations:
                formatted_text += '### Recommendations\n\n'
                for recommendation in analysis_result.recommendations:
                    formatted_text += f'- {recommendation}\n'

            # Add contextual information about query performance in Cassandra
            if ctx:
                ctx.info('Adding contextual information about query performance in Cassandra')  # type: ignore[unused-coroutine]
                formatted_text += build_query_analysis_context(analysis_result)

            return formatted_text
        except Exception as e:
            logger.error(f'Error analyzing query: {str(e)}')
            raise Exception(f'Error analyzing query: {str(e)}')",Handle the analyzeQueryPerformance tool.,Analyze and format query performance results with recommendations for a given keyspace.
1134,current_message_history,"def current_message_history(self) -> List[Dict[str, str]]:
        
        # Convert Message objects to dicts for compatibility with history_command
        return [
            {""role"": msg.role, ""content"": msg.content, ""nanoid"": msg.nanoid}
            for msg in self.conversation_manager.get_history()
        ]",Get the current agent's message history.,Convert message objects to dictionaries for command compatibility.
1135,critique_synthesis,"def critique_synthesis(state: ResearchState) -> ResearchState:
    
    prompt = PromptTemplate(
        input_variables=[""topic"", ""synthesis"", ""answers""],
        template=""Critique this report on '{topic}':\n{synthesis}\nBased on: {answers}\nReturn 'pass' or issues.""
    )
    critique = llm.invoke(prompt.format(
        topic=state[""topic""],
        synthesis=state[""synthesis""],
        answers=""\n"".join([f""Q: {a['question']}\nA: {a['answer']}"" for a in state[""answers""]])
    ))
    return {""criticism"": critique.content}",Critique the synthesis for completeness and accuracy.,Generate a critique of a research synthesis using a language model.
1136,mock_boto3_client,"def mock_boto3_client():
    
    mock_client = MagicMock()

    # Mock search_place_index_for_text response
    mock_client.search_place_index_for_text.return_value = {
        'Results': [
            {
                'Place': {
                    'Label': 'Seattle, WA, USA',
                    'Geometry': {'Point': [-122.3321, 47.6062]},
                    'Country': 'USA',
                    'Region': 'Washington',
                    'Municipality': 'Seattle',
                }
            }
        ]
    }

    with patch('boto3.client', return_value=mock_client):
        yield mock_client",Create a mock boto3 client for testing.,Simulates AWS client to mock geolocation search responses for testing.
1137,get_root,"def get_root():
    
    # Check if a project root is specified in the environment variable
    project_root_env = os.getenv(""METAGPT_PROJECT_ROOT"")
    if project_root_env:
        project_root = Path(project_root_env)
        logger.info(f""PROJECT_ROOT set from environment variable to {str(project_root)}"")
    else:
        # Fallback to package root if no environment variable is set
        project_root = get_package_root()
      
    return project_root",Get the project root directory.,Determine project root directory from environment or default path
1138,reset_prefix_cache,"def reset_prefix_cache(self):
        
        response = self.session.post(url)
        if response.status_code != 200:
            raise Exception(f""Request failed: {response.status_code}, {response.text}"")",Resets the prefix cache for the model.,Clear cache by sending a POST request and handle errors if unsuccessful.
1139,format_plan_result_text,"def format_plan_result_text(plan_result: PlanResult) -> str:
    
    steps_str = (
        ""\n\n"".join(
            f""{i + 1}:\n{format_step_result_text(step)}""
            for i, step in enumerate(plan_result.step_results)
        )
        if plan_result.step_results
        else ""No steps executed yet""
    )

    return PLAN_RESULT_TEMPLATE.format(
        plan_objective=plan_result.objective,
        steps_str=steps_str,
        plan_result=plan_result.result if plan_result.is_complete else ""In Progress"",
    )",Format the full plan execution state as plain text for display,Format a plan's results and steps into a structured text output.
1140,unlink_plex_account,"def unlink_plex_account():
    
    try:
        # Check if user is authenticated via session
        session_id = session.get(SESSION_COOKIE_NAME)
        if not session_id or not verify_session(session_id):
            return jsonify({'success': False, 'error': 'User not authenticated'}), 401
        
        # Since user is authenticated, we can directly unlink without username validation
        if unlink_plex_from_user():
            return jsonify({'success': True, 'message': 'Plex account unlinked successfully'})
        else:
            return jsonify({'success': False, 'error': 'Failed to unlink Plex account'}), 500
            
    except Exception as e:
        logger.error(f""Error unlinking Plex account: {str(e)}"")
        # Check if this is the specific Plex-only user error
        if ""Plex-only user must set a local password"" in str(e):
            return jsonify({
                'success': False, 
                'error': 'You must set a local password before unlinking your Plex account. Please set a password in the account settings first.'
            }), 400
        else:
            return jsonify({'success': False, 'error': 'Internal server error'}), 500",Unlink Plex account from local user,"Handles unlinking a Plex account, ensuring user authentication and error management."
1141,tool_designer_spec,"def tool_designer_spec(self):
        
        return {
            ""name"": ""weather_fetcher"",
            ""purpose"": ""Fetches current weather data for a given city"",
            ""input_parameters"": [
                {
                    ""name"": ""city"",
                    ""type"": ""string"",
                    ""description"": ""Name of the city"",
                    ""required"": True
                },
                {
                    ""name"": ""country_code"",
                    ""type"": ""string"",
                    ""description"": ""ISO country code"",
                    ""required"": False
                }
            ],
            ""output_format"": ""dict""
        }",Tool specification in ToolDesigner format.,Defines a tool specification for fetching current weather data by city.
1142,run_custom,"def run_custom(self, request: BaseModel) -> AgentStatusResponse:
        
        if not self.is_custom_endpoint_available():
            raise ValueError(f""Custom endpoint is not available for this server: {self.server_url}"")
        response = self.start_custom(request)
        max_steps = request.model_dump().get(""max_steps"", max(DEFAULT_MAX_NB_STEPS, 50))
        return asyncio.run(self.watch_logs_and_wait(agent_id=response.agent_id, max_steps=max_steps))",Run an agent with the specified request parameters.,Execute custom request and monitor agent status asynchronously.
1143,_estimate_batch_size,"def _estimate_batch_size(self, sample_row: dict) -> int:
        
        import sys

        # Estimate size of a single row
        row_size = sys.getsizeof(json.dumps(sample_row))

        # Conservative estimate: aim for batches under 100MB to stay well under 512MB limit
        # Account for gRPC overhead and serialization
        target_batch_size_mb = 50  # 50MB per batch
        target_batch_size_bytes = target_batch_size_mb * 1024 * 1024


        # Cap at configured batch_size and minimum of 10
        safe_batch_size = min(self.batch_size, max(10, estimated_batch_size))

        logger.debug(f""Estimated row size: {row_size} bytes, calculated batch size: {safe_batch_size}"")
        return safe_batch_size",Estimate safe batch size based on data size to avoid gRPC limits.,Estimate optimal data batch size for efficient processing within memory limits.
1144,add_pad_mask_dict,"def add_pad_mask_dict(traj: Dict) -> Dict:
    
    traj_len = tf.shape(traj[""action""])[0]

    for key in [""observation"", ""task""]:
        pad_mask_dict = {}
        for subkey in traj[key]:
            # Handles ""language_instruction"", ""image_*"", and ""depth_*""
            if traj[key][subkey].dtype == tf.string:
                pad_mask_dict[subkey] = tf.strings.length(traj[key][subkey]) != 0

            # All other keys should not be treated as padding
            else:
                pad_mask_dict[subkey] = tf.ones([traj_len], dtype=tf.bool)

        traj[key][""pad_mask_dict""] = pad_mask_dict

    return traj",Adds a dictionary indicating which elements of the observation/task should be treated as padding.,Add padding masks to trajectory data for specified keys
1145,delete,"def delete(self, filepath):
        
        if filepath in self.df.index:
            self.df.drop(filepath, inplace=True)
            # self.save_state()
        filepath = path_to_hashed_path(filepath, self.hash_filenames)
        if os.path.exists(filepath):
            logger.debug(f""Deleting file: {filepath}"")
            os.remove(filepath)
        # Validate that we deleted it correctly.
        if self.exists(filepath) or filepath in self.df.index:
            raise Exception(f""Failed to delete {filepath}"")",Delete the specified file.,"Remove file and its record from data structure, ensuring successful deletion."
1146,prepare_batch_data,"def prepare_batch_data(self):
        
        if self.current_size == 0:
            raise ValueError(""No data in buffer to sample from"")

        # No need to stack since data is already in tensors
        all_obs = self.storage_dict[""obses""][""obs""][:self.current_size]
        all_actions = self.storage_dict[""actions""][:self.current_size]
        all_rewards = self.storage_dict[""rewards""][:self.current_size]
        all_dones = self.storage_dict[""dones""][:self.current_size]

        # Limit the number of sequences to sample from to prevent out-of-memory
        valid_range = self.current_size - self.batch_length + 1
        if valid_range <= 0:
            raise ValueError(f""Not enough transitions in buffer to create sequences of length {self.batch_length}"")

        # Sample random starting indices for sequences
        num_seqs = min(self.batch_size, valid_range)
        seq_indices = torch.randint(0, valid_range, (num_seqs,), device=self.device)

        # Create sequences efficiently with vectorized operations
        seq_data = {
            ""obs"": self._create_sequences(all_obs, seq_indices),
            ""action"": self._create_sequences(all_actions, seq_indices),
            ""reward"": self._create_sequences(all_rewards, seq_indices),
            ""done"": self._create_sequences(all_dones, seq_indices),
        }

        self.data_dict = seq_data
        return seq_data",Convert stored transitions to batch format for training,"Generate sequential data batches from stored observations, actions, rewards, and done flags."
1147,with_retry,"def with_retry(max_retries: int = 3):
    

    def decorator(func):
        @wraps(func)
        def wrapper(*args, **kwargs):
            for attempt in range(max_retries):
                try:
                    return func(*args, **kwargs)
                except Exception as e:
                    if attempt == max_retries - 1:
                        raise
                    print(f""Retrying {func.__name__} after error: {e}"")
            return None

        return wrapper

    return decorator",Decorator factory that creates a retry decorator.,Decorator adds retry logic to functions with customizable attempts.
1148,_prepare_create_graph_request,"def _prepare_create_graph_request(
        self,
        name: str,
        filters: Optional[Dict[str, Any]],
        documents: Optional[List[str]],
        prompt_overrides: Optional[Union[GraphPromptOverrides, Dict[str, Any]]],
        folder_name: Optional[Union[str, List[str]]],
        end_user_id: Optional[str],
    ) -> Dict[str, Any]:
        
        # Convert prompt_overrides to dict if it's a model
        if prompt_overrides and isinstance(prompt_overrides, GraphPromptOverrides):
            prompt_overrides = prompt_overrides.model_dump(exclude_none=True)

        request = {
            ""name"": name,
            ""filters"": filters,
            ""documents"": documents,
            ""prompt_overrides"": prompt_overrides,
        }
        if folder_name:
            request[""folder_name""] = folder_name
        if end_user_id:
            request[""end_user_id""] = end_user_id
        return request",Prepare request for create_graph endpoint,Constructs a graph creation request dictionary with optional parameters.
1149,fixture_env_vars,"def fixture_env_vars():
    

    test_vars = {
        ""TEST_VAR"": ""test_value"",
        ""LIST_VAR"": ""list_value"",
        ""NESTED_VAR"": ""nested_value"",
        ""BOOL_VAR"": ""true"",
        ""FLOAT_VAR"": ""0.0"",
        ""INT_VAR"": ""42"",
        ""FN_LIST_VAR"": ""[fn0, fn1, fn2]""
    }

    # Store original environment variables state
    original_env = {}

    # Set test environment variables and store original values
    for var, value in test_vars.items():
        if var in os.environ:
            original_env[var] = os.environ[var]
        os.environ[var] = value

    # Yield the test variables dctionary to the test
    yield test_vars

    # Clean up: restore original environment
    for var in test_vars:
        if var in original_env:
            os.environ[var] = original_env[var]
        else:
            del os.environ[var]",Fixture to set and clean up environment variables for tests.,Temporarily set and restore environment variables for testing purposes.
1150,configure_connection,"def configure_connection(self, input_list: List[str]) -> None:
        
        if len(input_list) < 2:
            logger.info(""\nPlease specify a connection to configure."")
            logger.info(""Format: configure-connection {connection}"")
            logger.info(""Use 'list-connections' to see available connections."")
            return

        self.agent.connection_manager.configure_connection(connection_name=input_list[1])",Handle configure connection command,Validate and initiate connection configuration based on user input list.
1151,format_reference_for_markdown,"def format_reference_for_markdown(reference_entry: Dict[str, Any]) -> str:
    
    website = reference_entry.get('website', '')
    title = reference_entry.get('title', '')
    url = reference_entry.get('url', '')
    
    # Ensure we have a website name
    if not website or website.strip() == """":
        website = extract_domain_name(url)
    
    # Ensure we have a title
    if not title or title.strip() == """" or title == url:
        # Try to extract a meaningful title from the URL
        title = extract_title_from_url_path(url)
        
        # If still no title, use default format
        if not title:
            title = f""Information from {website}""
    
    # Format: * Website. ""Title."" URL
    return f""* {website}. \""{title}.\"" {url}""",Format a reference entry for markdown output.,Format bibliographic references into Markdown with extracted website and title.
1152,bot_name,"def bot_name(self) -> str:
        
        mapping = {
            Platform.GOOGLE_MEET: ""google_meet"",
            Platform.ZOOM: ""zoom"",
            Platform.TEAMS: ""teams""
        }
        return mapping[self]",Returns the platform name used by the bot containers.,Map platform to corresponding bot name string.
1153,validate_config,"def validate_config(self, config: Dict[str, Any]) -> Dict[str, Any]:
        
        required_fields = [""timeline_read_count"", ""cast_interval""]
        missing_fields = [field for field in required_fields if field not in config]
        
        if missing_fields:
            raise ValueError(f""Missing required configuration fields: {', '.join(missing_fields)}"")
            
        if not isinstance(config[""timeline_read_count""], int) or config[""timeline_read_count""] <= 0:
            raise ValueError(""timeline_read_count must be a positive integer"")

        if not isinstance(config[""cast_interval""], int) or config[""cast_interval""] <= 0:
            raise ValueError(""cast_interval must be a positive integer"")
            
        return config",Validate Farcaster configuration from JSON,Validate configuration dictionary for required fields and positive integer values
1154,format_plan_result,"def format_plan_result(plan_result: PlanResult) -> str:
    
    steps_str = (
        ""\n\n"".join(
            f""{i + 1}:\n{format_step_result(step)}""
            for i, step in enumerate(plan_result.step_results)
        )
        if plan_result.step_results
        else ""No steps executed yet""
    )

    return PLAN_RESULT_TEMPLATE.format(
        plan_objective=plan_result.objective,
        steps_str=steps_str,
        plan_status=""Complete"" if plan_result.is_complete else ""In Progress"",
        plan_result=plan_result.result if plan_result.is_complete else ""In Progress"",
    )",Format the full plan execution state for display to planners,Format a plan's execution results into a structured string summary.
1155,get_encryption_key,"def get_encryption_key():
        
        secret_key = os.environ.get(""SECRET_ENCRYPTION_KEY"")
        if not secret_key:
            raise HTTPException(
                status_code=500,
                detail=""SECRET_ENCRYPTION_KEY environment variable is not set"",
            )
        try:
            return Fernet(secret_key.encode(""utf-8""))
        except Exception as e:
            raise HTTPException(
                status_code=500,
                detail=f""Invalid SECRET_ENCRYPTION_KEY: {str(e)}"",
            )",Get Fernet encryption key for local storage.,Retrieve and validate encryption key from environment for secure operations.
1156,query_task,"def query_task(self, task_id: str) -> MeshTaskQueryResponse:
        
        payload = self._prepare_payload(task_id=task_id)

        response = self.client.post(f""{self.base_url}/mesh_task_query"", json=payload)
        response.raise_for_status()
        return MeshTaskQueryResponse(**response.json())",Query the status and result of an asynchronous task.,Fetch and return task details using a prepared payload and HTTP POST request.
1157,docker_exec,"def docker_exec(container_name: str, command: str):
        
        docker_command = f""docker exec {container_name} sh -c '{command}'""

        try:
            out = subprocess.run(
                docker_command,
                stdout=subprocess.PIPE,
                stderr=subprocess.PIPE,
                shell=True
            )

            if out.stderr or out.returncode != 0:
                error_message = out.stderr.decode(""utf-8"")
                print(f""[ERROR] Docker command execution failed: {error_message}"")
                return error_message
            else:
                output_message = out.stdout.decode(""utf-8"")
                print(output_message)
                return output_message

        except Exception as e:
            raise RuntimeError(f""Failed to execute command in Docker container: {container_name}\nError: {str(e)}"")",Execute a command inside a running Docker container.,Execute shell command in Docker container and handle errors.
1158,get_directory,"def get_directory(
    bucket_file_system_locator: BucketFileSystemLocator,
) -> typing.Generator[T_JSON_DICT, T_JSON_DICT, Directory]:
    
    params: T_JSON_DICT = dict()
    params[""bucketFileSystemLocator""] = bucket_file_system_locator.to_json()
    cmd_dict: T_JSON_DICT = {
        ""method"": ""FileSystem.getDirectory"",
        ""params"": params,
    }
    json = yield cmd_dict
    return Directory.from_json(json[""directory""])",:param bucket_file_system_locator: :returns: Returns the directory object at the path.,Generate directory object from file system locator using JSON command.
1159,_validate,"def _validate(data: Any) -> pd.DataFrame:
        
        if isinstance(data, pd.DataFrame):
            return data.copy()
        raise ValueError(f""TabularDataset only supports pandas DataFrame input, got {type(data)}"")",Ensure that the input is a pandas DataFrame.,"Ensure input is a pandas DataFrame, else raise an error."
1160,_create_presentation,"def _create_presentation(self, template_path: Optional[str] = None) -> Presentation:
        
        if template_path:
            template_path = self._normalize_path(template_path)
            if not template_path.exists():
                logger.warning(f""Template not found: {template_path}. Using default template."")
                return Presentation()
            return Presentation(template_path)
        return Presentation()","Create a new presentation, optionally from a template.",Generate a presentation using a specified or default template path.
1161,apply_move,"def apply_move(self, move: str) -> bool:
        
        try:
            self.cube.rotate(move)
            self.actions.append(move)
            self.num_steps += 1

            # Record progress after move
            self.progress_history.append(self.cube.count_solved_cubies())

            return True
        except Exception as e:
            logger.error(f""Error applying move {move}: {e}"")
            return False",Apply a move to the cube and return success,"Attempt to execute a cube rotation, logging success or failure."
1162,update_exception_syntax,"def update_exception_syntax(file):
    
    try:
        print(f""🔍 Processing {file.filepath}"")
        for editable in file.find(""except ""):
            try:
                if editable.source.lstrip().startswith(""except"") and "", "" in editable.source and "" as "" not in editable.source:
                    print(f""🔄 Found Python 2 style exception: {editable.source.strip()}"")
                    parts = editable.source.split("","", 1)
                    new_source = f""{parts[0]} as{parts[1]}""
                    print(f""✨ Converting to: {new_source.strip()}"")
                    editable.edit(new_source)
            except Exception as e:
                print(f""⚠️ Error processing except clause: {e!s}"")
    except Exception as e:
        print(f""❌ Error processing file {file.filepath}: {e!s}"")",Update Python 2 exception handling to Python 3 syntax,Refactor Python 2 exception syntax to Python 3 in given file
1163,do_translate,"def do_translate(self, text, rate_limit_params: dict = None):
        
        logger.critical(
            f""Do not call BaseTranslator.do_translate. ""
            f""Translator: {self}. ""
            f""Text: {text}. "",
        )
        raise NotImplementedError","Actual translate text, override this method :param text: text to translate :return: translated text",Logs a critical error and raises an exception for unimplemented translation.
1164,_create_default_profile,"def _create_default_profile(self) -> Dict[str, Any]:
        
        return {
            ""student_id"": ""default_001"",
            ""target_grade"": ""11th grade"",
            ""learning_goal"": ""Master foundational mathematics"",
            ""current_avg_score"": 65,
            ""topics"": [
                {""name"": ""algebra"", ""proficiency"": 0.4},
                {""name"": ""geometry"", ""proficiency"": 0.6},
                {""name"": ""statistics"", ""proficiency"": 0.3},
                {""name"": ""calculus"", ""proficiency"": 0.2},
            ],
            ""preferred_learning_style"": ""visual"",
        }",Create a default student profile if none exists.,Generate a default student profile with academic and learning attributes.
1165,update_info_panels,"def update_info_panels(self) -> None:
		
		try:
			# Update actual content
			self.update_browser_panel()
			self.update_model_panel()
			self.update_tasks_panel()
		except Exception as e:
			logging.error(f'Error in update_info_panels: {str(e)}')
		finally:
			# Always schedule the next update - will update at 1-second intervals
			# This ensures continuous updates even if agent state changes
			self.set_timer(1.0, self.update_info_panels)",Update all information panels with current state.,Periodically refresh UI panels and handle exceptions to ensure continuous updates.
1166,_validate_timeframe,"def _validate_timeframe(self, timeframe: str) -> str:
        
        valid_timeframes = {""1m"", ""5m"", ""15m"", ""1h"", ""1d""}
        timeframe = timeframe.lower()
        if timeframe not in valid_timeframes:
            raise ValueError(f""Invalid timeframe. Must be one of: {', '.join(valid_timeframes)}"")
        return timeframe",Validate and normalize timeframe parameter,Ensure input timeframe is valid by checking against predefined options.
1167,get_description,"def get_description(self) -> str:
        
        descriptions = {
            HistogramMetricName.LLM_LATENCY_MS: ""Latency of the LLM in milliseconds"",
            HistogramMetricName.EMBEDDING_LATENCY_MS: ""Latency of the embedding in milliseconds"",
            HistogramMetricName.REQUEST_LATENCY_MS: ""Latency of the request in milliseconds"",
        }
        return descriptions[self]",Get the description for this metric.,Return latency description based on metric name enumeration
1168,_generate_word_pair,"def _generate_word_pair(self, rng: Random, length: int) -> tuple[str, str, list[str]]:
        
        word_set = self.word_sets[length]
        words_list = sorted(word_set)
        max_attempts = 100

        for _ in range(max_attempts):
            start = rng.choice(words_list)
            end = rng.choice(words_list)

            if start == end:
                continue

            path = self._find_path(start, end, word_set)
            if path:
                return start, end, path

        raise RuntimeError(f""Failed to find valid pair for length {length}"")",Simplified word pair generation,Generate a word pair and path from a word set using random selection and pathfinding
1169,get_dicts,"def get_dicts(self, keys=None, idx=None):
        
        if idx is None:
            if keys is None:
                return [self.info[i] for i in self.out_indices]
            else:
                return [{k: self.info[i][k] for k in keys} for i in self.out_indices]
        if isinstance(idx, (tuple, list)):
            return [self.info[i] if keys is None else {k: self.info[i][k] for k in keys} for i in idx]
        else:
            return self.info[idx] if keys is None else {k: self.info[idx][k] for k in keys}",return info dicts for specified keys (or all if None) at specified indices (or out_indices if None),Retrieve filtered data dictionaries based on optional keys and indices.
1170,_annotate_span_for_completion_response,"def _annotate_span_for_completion_response(
        self, span: trace.Span, response: ResponseMessage, turn: int
    ) -> None:
        
        if not self.context.tracing_enabled:
            return

        event_data = {
            ""completion.response.turn"": turn,
        }

        event_data.update(
            self.extract_response_message_attributes_for_tracing(response)
        )

        # Event name is based on the first choice for now
        event_name = f""completion.response.{turn}""
        if response.choices and len(response.choices) > 0:
            latest_message_role = response.choices[0].message.role
            event_name = f""gen_ai.{latest_message_role}.message""

        span.add_event(event_name, event_data)",Annotate the span with the completion response as an event.,Annotate tracing span with AI response event data if tracing is enabled.
1171,uneven_message_logs,"def uneven_message_logs() -> list[LLMMessageLogType]:
    
    return [
        [  # First sequence (shorter)
            {
                ""input_ids"": torch.tensor([1, 2]),
                ""role"": ""user"",
            }
        ],
        [  # Second sequence (longer)
            {
                ""input_ids"": torch.tensor([3, 4, 5]),
                ""role"": ""assistant"",
            }
        ],
    ]",Fixture for message logs of different lengths.,Generate sample message logs with varying sequence lengths
1172,to_simplified_dict,"def to_simplified_dict(self) -> dict[str, Any]:
        
        result = {
            ""id"": self.id,
            ""key"": self.key,
        }

        if self.self_url:
            result[""self""] = self.self_url

        if self.fields:
            result[""fields""] = self.fields.to_simplified_dict()

        return result",Convert to simplified dictionary for API response.,Convert object attributes to a simplified dictionary format
1173,load_all_objects_data,"def load_all_objects_data():
    
    if not os.path.isfile(OBJECT_LIST_JSON):
        raise FileNotFoundError(f""Cannot find {OBJECT_LIST_JSON}"")
    with open(OBJECT_LIST_JSON, encoding=""utf-8"") as f:
        data = json.load(f)
    return data",Load the entire objects_init_list.json and return as a dict.,Load and return data from a JSON file if it exists.
1174,_extract_json_strategy_1,"def _extract_json_strategy_1(self, text: str) -> Dict[str, Any]:
        
        start_idx = text.find('{')
        if start_idx == -1:
            raise ValueError(""No opening brace found"")
        
        brace_count = 0
        end_idx = start_idx
        
        for i in range(start_idx, len(text)):
            if text[i] == '{':
                brace_count += 1
            elif text[i] == '}':
                brace_count -= 1
                if brace_count == 0:
                    end_idx = i + 1
                    break
        
        if brace_count != 0:
            raise ValueError(""Unbalanced braces"")
        
        json_str = text[start_idx:end_idx]
        return json.loads(json_str)",Strategy 1: Find first complete JSON object with balanced braces.,Extract and parse JSON from text by identifying balanced braces
1175,get_current_workspace,"def get_current_workspace():
    
    try:
        result = subprocess.run(
            [""hyprctl"", ""activeworkspace""],
            capture_output=True,
            text=True
        )
        # Assume the output similar to: ""ID <number>""
        # Extracting the number from the output
        parts = result.stdout.split()
        for i, part in enumerate(parts):
            if part == ""ID"" and i + 1 < len(parts):
                return int(parts[i+1])
    except Exception as e:
        print(f""Error getting current workspace: {e}"")
    return -1",Get the current workspace ID using hyprctl.,"Retrieve the active workspace ID using a command-line utility, handling errors gracefully."
1176,analyze_documents,"def analyze_documents():
    
    try:
        analyzed_doc_dtos = document_service.analyze_all_documents()
        return jsonify(
            APIResponse.success(
                data={
                    ""total"": len(analyzed_doc_dtos),
                    ""documents"": [doc.dict() for doc in analyzed_doc_dtos],
                }
            )
        )
    except Exception as e:
        logger.error(f""Error analyzing documents: {str(e)}"", exc_info=True)
        return jsonify(
            APIResponse.error(message=f""Error analyzing documents: {str(e)}"")
        )",Analyze all unanalyzed documents,Analyze documents and return results or error response as JSON.
1177,mock_jina_scrape_response,"def mock_jina_scrape_response(mocker):
    
    return {
        ""code"": 200,
        ""status"": 20000,
        ""data"": {
            ""title"": ""Test Page Title"",
            ""description"": ""Test page description"",
            ""content"": ""# Test Page Title\n\nThis is the scraped content from the test page."",
        },
    }",Mock response from Jina Reader API.,Simulate a successful web scrape response with mock data for testing purposes.
1178,_setup_ddp,"def _setup_ddp(self, world_size):
        
        torch.cuda.set_device(RANK)
        self.device = torch.device(""cuda"", RANK)
        # LOGGER.info(f'DDP info: RANK {RANK}, WORLD_SIZE {world_size}, DEVICE {self.device}')
        os.environ[""TORCH_NCCL_BLOCKING_WAIT""] = ""1""  # set to enforce timeout
        dist.init_process_group(
            backend=""nccl"" if dist.is_nccl_available() else ""gloo"",
            timeout=timedelta(seconds=10800),  # 3 hours
            rank=RANK,
            world_size=world_size,
        )",Initializes and sets the DistributedDataParallel parameters for training.,Initialize distributed data parallel processing with specified device and timeout settings.
1179,_review_draft,"def _review_draft(context: dict, **kwargs) -> dict:
    
    task = context.get(""task"")
    if not task.get(""follow_guidelines"", False):
        return {""review"": None, ""result"": """"}

    guidelines = task.get(""guidelines"")
    revision_notes = context.get(""revision_notes"")
    draft = context.get(""draft"")

    revise_prompt = f

    review_prompt = f

    system_prompt = 

    response = execute_agent(system_prompt, review_prompt)
    return {""review"": response, ""result"": """"}",Reviews the draft based on guidelines and determines if revisions are needed.,Function evaluates draft compliance with guidelines and returns review outcome.
1180,list_models,"def list_models(self, **kwargs) -> None:
        
        try:
            client = self._get_client()
            models = client.models.list().data
            
            logger.info(""\nGROK MODELS:"")
            for i, model in enumerate(models):
                logger.info(f""{i+1}. {model.id}"")
                
        except Exception as e:
            raise XAIAPIError(f""Listing models failed: {e}"")",List all available XAI models,"Log available models from a client, handling exceptions."
1181,is_configured,"def is_configured(self, verbose: bool = False) -> bool:
        
        try:
            load_dotenv()
            
            # Check private key exists
            private_key = os.getenv('ETH_PRIVATE_KEY')
            if not private_key:
                if verbose:
                    logger.error(""Missing ETH_PRIVATE_KEY in .env"")
                return False

            # Validate Web3 connection
            if not self._web3 or not self._web3.is_connected():
                if verbose:
                    logger.error(""Not connected to Ethereum network"")
                return False
                
            # Test account access
            account = self._web3.eth.account.from_key(private_key)
            balance = self._web3.eth.get_balance(account.address)
                
            return True

        except Exception as e:
            if verbose:
                logger.error(f""Configuration check failed: {str(e)}"")
            return False",Check if Ethereum connection is properly configured,Check Ethereum configuration by validating private key and network connection
1182,configure_logger,"def configure_logger(log_level: str) -> None:
    
    logger.add(
        sys.stderr,
        level=log_level.upper(),
        format=""<green>{time:YYYY-MM-DD HH:mm:ss.SSS}</green> | <level>{level: <8}</level> | <cyan>{process}</cyan> | <magenta>{file}:{line}</magenta> | {message}"",
    )
    logger.debug(f""Log level set to: {log_level}"")",Configure the logger with the specified log level and format.,Configure a logger with specified log level and format for output.
1183,discard_changes,"def discard_changes(self) -> None:
        
        ts1 = perf_counter()
        self.git_cli.head.reset(index=True, working_tree=True)  # discard staged (aka index) + unstaged (aka working tree) changes in tracked files
        ts2 = perf_counter()
        self.git_cli.git.clean(""-fdxq"")  # removes untracked changes and ignored files
        ts3 = perf_counter()
        self.git_cli.git.gc(""--auto"")  # garbage collect
        ts4 = perf_counter()
        logger.info(f""discard_changes took {humanize_duration(ts2 - ts1)} to reset, {humanize_duration(ts3 - ts2)} to clean, {humanize_duration(ts4 - ts3)} to gc"")",Cleans repo dir by discarding any changes in staging/working directory and removes untracked files/dirs.,"Reset and clean Git repository state, logging operation durations."
1184,to_simplified_dict,"def to_simplified_dict(self) -> dict[str, Any]:
        
        return {
            ""display_name"": self.display_name,
            ""name"": self.display_name,  # Add name for backward compatibility
            ""email"": self.email,
            ""avatar_url"": self.avatar_url,
        }",Convert to simplified dictionary for API response.,Convert object attributes to a simplified dictionary format.
