id,function_name,codeFunctions,originalComment,codeComment
1865,track_indexed_db_for_storage_key,"def track_indexed_db_for_storage_key(
    storage_key: str,
) -> typing.Generator[T_JSON_DICT, T_JSON_DICT, None]:
    
    params: T_JSON_DICT = dict()
    params[""storageKey""] = storage_key
    cmd_dict: T_JSON_DICT = {
        ""method"": ""Storage.trackIndexedDBForStorageKey"",
        ""params"": params,
    }
    json = yield cmd_dict",Registers storage key to be notified when an update occurs to its IndexedDB.,???Generate command to monitor IndexedDB activity for a specific storage key.???
1866,validate_region,"def validate_region(cls, v: str, info: ValidationInfo) -> str:
        
        # Get the project_ref from the values
        values = info.data
        project_ref = values.get(""supabase_project_ref"", """")

        # If this is a remote project and region is the default
        if not project_ref.startswith(""127.0.0.1"") and v == ""us-east-1"" and ""SUPABASE_REGION"" not in os.environ:
            logger.warning(
                ""You're connecting to a remote Supabase project but haven't specified a region. ""
                ""Using default 'us-east-1', which may cause 'Tenant or user not found' errors if incorrect. ""
                ""Please set the correct SUPABASE_REGION in your configuration.""
            )

        # Validate that the region is supported
        if v not in SUPPORTED_REGIONS.__args__:
            supported = ""\n  - "".join([""""] + list(SUPPORTED_REGIONS.__args__))
            raise ValueError(f""Region '{v}' is not supported. Supported regions are:{supported}"")
        return v",Validate that the region is supported by Supabase.,???Validate and warn about Supabase project region configuration.???
1867,super_simple_chunker,"def super_simple_chunker(text, chunk_size=1000):
    
    chunks = [text[i:i + chunk_size] for i in range(0, len(text), chunk_size)]
    return [{""text"": chunk} for chunk in chunks]",Chunks text into smaller segments of specified size.,???Splits text into specified-size chunks and returns them as dictionaries.???
1868,full_config_dict,"def full_config_dict(self) -> dict[str, dict[str, Any]]:
		
		return {
			'embedder': self.embedder_config_dict,
			'llm': self.llm_config_dict,
			'vector_store': self.vector_store_config_dict,
		}",Returns the complete configuration dictionary for Mem0.,"???  
Constructs a nested configuration dictionary for embedder, language model, and vector store.  
???"
1869,rename_session,"def rename_session(self, old_name, new_name):
        
        try:
            # Clean the session name (replace spaces with underscores)
            clean_name = new_name.strip().replace("" "", ""_"")
            
            # Rename session
            subprocess.run(
                [""tmux"", ""rename-session"", ""-t"", old_name, clean_name],
                check=True
            )
            
            # Refresh the session list
            self.refresh_sessions()
            
        except Exception as e:
            print(f""Error renaming tmux session: {e}"")",Rename a tmux session,"???Renames a tmux session and updates the session list, handling errors.???"
1870,is_track_in_playlist_db,"def is_track_in_playlist_db(playlist_spotify_id: str, track_spotify_id: str) -> bool:
    
    table_name = f""playlist_{playlist_spotify_id.replace('-', '_')}""
    try:
        with _get_playlists_db_connection() as conn:
            cursor = conn.cursor()
            # First, check if the table exists to prevent errors on non-watched or new playlists
            cursor.execute(
                f""SELECT name FROM sqlite_master WHERE type='table' AND name='{table_name}';""
            )
            if cursor.fetchone() is None:
                return False  # Table doesn't exist, so track cannot be in it

            cursor.execute(
                f""SELECT 1 FROM {table_name} WHERE spotify_track_id = ?"",
                (track_spotify_id,),
            )
            return cursor.fetchone() is not None
    except sqlite3.Error as e:
        logger.error(
            f""Error checking if track {track_spotify_id} is in playlist {playlist_spotify_id} DB: {e}"",
            exc_info=True,
        )
        return False",Checks if a specific track Spotify ID exists in the given playlist's tracks table.,???Check if a specific track exists in a playlist database table by querying its ID.???
1871,embed,"def embed(self, text: str) -> List[float]:
        
        text = text.replace(""\n"", "" "")
        response = requests.post(
            f""{self.base_url}/api/embed"",
            json={""model"": self.model_name, ""input"": [text]},
        )
        return response.json()[""embeddings""][0]",Embeds the content using Open AI embedding,??? Convert text to vector using API embedding service. ???
1872,tell,"def tell(self) -> int:
        
        if self.mode == ""rb"":
            return self._reader.tell()

        if self.mode == ""wb"":
            # There's no way to get the stream position from the underlying writer
            # because it's async. Here we happen to be using the async writer in a
            # synchronous way, so we keep our own stream position.
            assert self._writer_loc is not None
            return self._writer_loc

        raise ValueError(f""Unexpected mode {self.mode}"")",Get current file location.,???Determine the current position in a file stream based on the mode.???
1873,delete_bot_pod,"def delete_bot_pod(self, user_id, meeting_id=None):
        
        try:
            if meeting_id:
                pod_name = f""bot-{user_id}-{meeting_id}""
                self.core_v1.delete_namespaced_pod(
                    name=pod_name,
                    namespace=self.namespace
                )
                logger.info(f""Deleted pod {pod_name}"")
                return {""status"": ""deleted"", ""pod_name"": pod_name}
            else:
                # Delete all pods for user
                pod_list = self.core_v1.list_namespaced_pod(
                    namespace=self.namespace,
                    label_selector=f""app=bot,user-id={user_id}""
                )
                for pod in pod_list.items:
                    self.core_v1.delete_namespaced_pod(
                        name=pod.metadata.name,
                        namespace=self.namespace
                    )
                    logger.info(f""Deleted pod {pod.metadata.name}"")
                return {""status"": ""deleted"", ""count"": len(pod_list.items)}
        except client.rest.ApiException as e:
            logger.error(f""Error deleting pod: {e}"")
            raise",Delete a bot pod by user_id and optionally meeting_id,"???Delete user-specific bot pods in a namespace, optionally by meeting ID.???"
1874,save_to_cache,"def save_to_cache(self, filename, embeddings):
        
        if not self.batch_write_thread.is_alive():
            logger.debug(""Restarting background write thread."")
            # Start the thread again.
            self.process_write_batches = True
            self.batch_write_thread = Thread(target=self.batch_write_embeddings)
            self.batch_write_thread.start()
        self.write_queue.put((embeddings, filename))
        logger.debug(
            f""save_to_cache called for {filename}, write queue has {self.write_queue.qsize()} items, and the write thread's status: {self.batch_write_thread.is_alive()}""
        )",Add write requests to the queue instead of writing directly.,???Initiates background thread to cache embeddings if not active???
1875,generate_table_row,"def generate_table_row(self, model_name, t_onnx, t_engine, model_info):
        
        layers, params, gradients, flops = model_info
        return (
            f""| {model_name:18s} | {self.imgsz} | - | {t_onnx[0]:.1f}±{t_onnx[1]:.1f} ms | {t_engine[0]:.1f}±""
            f""{t_engine[1]:.1f} ms | {params / 1e6:.1f} | {flops:.1f} |""
        )",Generates a table row string with model performance metrics including inference times and model details.,??? Format model performance data into a structured table row string. ???
1876,get_nation_skill,"def get_nation_skill(
    name: str,
    store: SkillStoreABC,
) -> Optional[NationBaseTool]:
    
    if name == ""nft_check"":
        if name not in _cache:
            _cache[name] = NftCheck(
                skill_store=store,
            )
        return _cache[name]
    else:
        logger.error(f""Unknown Nation skill: {name}"")
        return None",Get a nation skill by name.,??? Retrieve or log error for nation skill by name from cache ???
1877,review_plan,"def review_plan(context: dict, **kwargs) -> dict:
    
    include_human_feedback = context.get(""task"").get(""include_human_feedback"")

    if not include_human_feedback:
        return {""human_feedback"": None, ""result"": ""ok""}

    layout = context.get(""sections"")
    human_feedback = input(
        f""Any feedback on this plan of topics to research? {layout}? If not, please reply with 'no'.""
    )

    return {""human_feedback"": human_feedback, ""result"": ""ok""}",Gathers human feedback on the research plan if required.,???Determine if human feedback is needed for a research plan???
1878,generate_text,"def generate_text(self, prompt: str, system_prompt: str, model: str = None, **kwargs) -> str:
        
        try:
            client = self._get_client()
            
            # Use configured model if none provided
            if not model:
                model = self.config[""model""]

            messages = [{""role"": ""user"", ""content"": prompt},{""role"": ""system"", ""content"": system_prompt},] 

            completion = client.chat.completions.create(
                model=model,
                messages=messages,
            )

            return completion.choices[0].message.content
            
        except Exception as e:
            raise TogetherAIAPIError(f""Text generation failed: {e}"")",Generate text using Together AI models,???Generate text response using AI model based on user and system prompts???
1879,run_chest_xray_agent,"def run_chest_xray_agent(state: AgentState) -> AgentState:
        

        current_input = state[""current_input""]
        image_path = current_input.get(""image"", None)

        print(f""Selected agent: CHEST_XRAY_AGENT"")

        # classify chest x-ray into covid or normal
        predicted_class = AgentConfig.image_analyzer.classify_chest_xray(image_path)

        if predicted_class == ""covid19"":
            response = AIMessage(content=""The analysis of the uploaded chest X-ray image indicates a **POSITIVE** result for **COVID-19**."")
        elif predicted_class == ""normal"":
            response = AIMessage(content=""The analysis of the uploaded chest X-ray image indicates a **NEGATIVE** result for **COVID-19**, i.e., **NORMAL**."")
        else:
            response = AIMessage(content=""The uploaded image is not clear enough to make a diagnosis / the image is not a medical image."")

        # response = AIMessage(content=""This would be handled by the chest X-ray agent, analyzing the image."")

        return {
            **state,
            ""output"": response,
            ""needs_human_validation"": True,  # Medical diagnosis always needs validation
            ""agent_name"": ""CHEST_XRAY_AGENT""
        }",Handle chest X-ray image analysis.,???Analyze chest X-ray images for COVID-19 diagnosis and generate a response.???
1880,_create_textgrad_agent,"def _create_textgrad_agent(self, node: Union[str, WorkFlowNode]) -> TextGradAgent:
        
        if isinstance(node, str):
            node = self.graph.get_node(node)

        if isinstance(node.agents[0], dict):
            agent_llm = node.agents[0].get(""llm"")
            agent_llm_config = node.agents[0].get(""llm_config"")
            if agent_llm is None and agent_llm_config is None:
                node.agents[0][""llm""] = self.executor_llm
            # CustomizeAgent.from_dict creates a CustomizeAgent if dict follows CustomizeAgent format
            # creates an Agent if dict follows Agent format
            agent: Union[CustomizeAgent, Agent] = CustomizeAgent.from_dict(node.agents[0])
        else:
            raise ValueError(f""Unsupported agent type {type(node.agents[0])}. Expected 'dict'."")
            
        textgrad_agent = TextGradAgent(agent, self.optimize_mode)
        return textgrad_agent",Creates a textgrad agent for a given node in a WorkFlowGraph.,???Create a TextGradAgent by configuring or validating agent details from a node.???
1881,extract_context,"def extract_context(
    path: str = typer.Argument(..., help=""Path to the local repository.""),
    file_path: str = typer.Argument(..., help=""Relative path to the file within the repository.""),
    line: int = typer.Argument(..., help=""Line number to extract context around.""),
    output: Optional[str] = typer.Option(None, ""--output"", ""-o"", help=""Output to JSON file instead of stdout.""),
):
    
    from kit import Repository

    try:
        repo = Repository(path)
        context = repo.extract_context_around_line(file_path, line)

        if output:
            Path(output).write_text(json.dumps(context, indent=2) if context else ""null"")
            typer.echo(f""Context written to {output}"")
        else:
            if context:
                typer.echo(f""Context for {file_path}:{line}"")
                typer.echo(f""Symbol: {context.get('name', 'N/A')} ({context.get('type', 'N/A')})"")
                typer.echo(f""Lines: {context.get('start_line', 'N/A')}-{context.get('end_line', 'N/A')}"")
                typer.echo(""Code:"")
                typer.echo(context.get(""code"", """"))
            else:
                typer.echo(f""No context found for {file_path}:{line}"")
    except Exception as e:
        typer.secho(f""Error: {e}"", fg=typer.colors.RED)
        raise typer.Exit(code=1)",Extract surrounding code context for a specific line.,???Extracts and outputs code context from a specified line in a repository file.???
1882,generate_text,"def generate_text(
    prompt: str,
    *,
    llm_model: str | None = None,
    llm_provider: str | None = None,
    stream: bool = False,
    **kwargs,
) -> str:
    

    # Find the provider.
    provider = find_provider(llm_provider or settings.DEFAULT_LLM_PROVIDER)

    # Generate the text.
    if stream:
        if not provider.supports_streaming:
            raise ValueError(f""{provider} does not support streaming."")

        return provider.generate_stream_text(
            prompt=prompt, llm_model=llm_model, **kwargs
        )
    else:
        return provider.generate_text(prompt=prompt, llm_model=llm_model, **kwargs)",Generate text from a given prompt.,???Generate text using specified or default language model provider with optional streaming???
1883,prompt_description,"def prompt_description(self) -> str:
		
		skip_keys = ['title']
		s = f'{self.description}: \n'
		s += '{' + str(self.name) + ': '
		s += str(
			{
				k: {sub_k: sub_v for sub_k, sub_v in v.items() if sub_k not in skip_keys}
				for k, v in self.param_model.model_json_schema()['properties'].items()
			}
		)
		s += '}'
		return s",Get a description of the action for the prompt,???Generate a formatted string excluding specific keys from a JSON schema.???
1884,api_get_all_cycle_status,"def api_get_all_cycle_status():
    
    try:
        from src.primary.cycle_tracker import get_cycle_status
        status = get_cycle_status()
        return jsonify(status), 200
    except Exception as e:
        web_logger = get_logger(""web_server"")
        web_logger.error(f""Error getting cycle status: {e}"")
        return jsonify({""error"": ""Failed to retrieve cycle status information.""}), 500",API endpoint to get cycle status for all apps.,"???Retrieve and return cycle status data, handling errors with logging.???"
1885,get_navigable,"def get_navigable(self) -> List[str]:
        
        try:
            links = []
            elements = self.driver.find_elements(By.TAG_NAME, ""a"")
            
            for element in elements:
                href = element.get_attribute(""href"")
                if href and href.startswith((""http"", ""https"")):
                    links.append({
                        ""url"": href,
                        ""text"": element.text.strip(),
                        ""is_displayed"": element.is_displayed()
                    })
            
            self.logger.info(f""Found {len(links)} navigable links"")
            return [self.clean_url(link['url']) for link in links if (link['is_displayed'] == True and self.is_link_valid(link['url']))]
        except Exception as e:
            self.logger.error(f""Error getting navigable links: {str(e)}"")
            return []",Get all navigable links on the current page.,??? Extracts and validates visible hyperlinks from a webpage using a web driver. ???
1886,init_device,"def init_device(self) -> None:
        

        # torch.distributed.all_reduce does not free the input tensor until
        # the synchronization point. This causes the memory usage to grow
        # as the number of all_reduce calls increases. This env var disables
        # this behavior.
        # Related issue:
        os.environ[""TORCH_NCCL_AVOID_RECORD_STREAMS""] = ""1""

        # This env var set by Ray causes exceptions with graph building.
        os.environ.pop(""NCCL_ASYNC_ERROR_HANDLING"", None)
        self.device = torch.device(f""cuda:{self.local_rank}"")
        torch.cuda.set_device(self.device)

        # _check_if_gpu_supports_dtype(self.model_config.dtype)
        gc.collect()
        torch.cuda.empty_cache()
        self.init_gpu_memory = torch.cuda.mem_get_info()[0]

        os.environ[""MASTER_ADDR""] = ""localhost""
        os.environ[""MASTER_PORT""] = str(self.master_port)
        os.environ[""LOCAL_RANK""] = str(self.local_rank)
        os.environ[""RANK""] = str(self.rank)
        os.environ[""WORLD_SIZE""] = str(self.fastvideo_args.num_gpus)

        # Initialize the distributed environment.
        maybe_init_distributed_environment_and_model_parallel(
            self.fastvideo_args.tp_size, self.fastvideo_args.sp_size)

        self.pipeline = build_pipeline(self.fastvideo_args)",Initialize the device for the worker.,???Initialize GPU device and distributed environment for parallel processing???
1887,__context_kwargs,"def __context_kwargs(self):
        
        context_kwargs = {
            ""proxy"": self.proxy,
            ""locale"": self.locale,
            ""color_scheme"": 'dark',  # Bypasses the 'prefersLightColor' check in creepjs
            ""device_scale_factor"": 2,
            ""extra_http_headers"": self.extra_headers if self.extra_headers else {},
            ""user_agent"": self.useragent if self.useragent else generate_headers(browser_mode=True).get('User-Agent'),
        }
        if self.stealth:
            context_kwargs.update({
                'is_mobile': False,
                'has_touch': False,
                # I'm thinking about disabling it to rest from all Service Workers headache but let's keep it as it is for now
                'service_workers': 'allow',
                'ignore_https_errors': True,
                'screen': {'width': 1920, 'height': 1080},
                'viewport': {'width': 1920, 'height': 1080},
                'permissions': ['geolocation', 'notifications']
            })

        return context_kwargs",Creates the arguments for the browser context,"??? Configure browser context settings with proxy, locale, and stealth options ???"
1888,freeze_tool_schema,"def freeze_tool_schema(tool: dict, fixed_args: dict) -> ChatCompletionToolParam:
    
    fields = {k: (Literal[v], ...) for k, v in fixed_args.items()}
    FrozenModel = create_model(
        f""{tool['function']['name'].title()}FrozenArgs"", **fields
    )

    locked = deepcopy(tool)
    locked[""function""][""parameters""] = FrozenModel.model_json_schema()
    return locked",Return a clone of *tool* whose parameters schema permits *only* `fixed_args`.,???Create a frozen schema for a tool by locking its parameters with fixed arguments.???
1889,_setup_steering,"def _setup_steering(self):
        
        try:
            # Initialize steering vector manager
            self.steering_manager = SteeringVectorManager(
                dataset_name=self.config[""steering_dataset""],
                target_layer=self.config[""target_layer""]
            )
            
            # Set pattern strengths
            if ""pattern_strengths"" in self.config:
                for pattern, strength in self.config[""pattern_strengths""].items():
                    self.steering_manager.set_steering_strength(pattern, strength)
            
            # Create tokenized contexts for efficient matching
            self.steering_manager.create_tokenized_contexts(self.tokenizer)
            
            # Install hooks on the model
            self.steering_hooks = install_steering_hooks(
                self.model, 
                self.steering_manager,
                self.tokenizer
            )
            
            logger.info(f""STEERING: Set up steering with {len(self.steering_hooks)} hooks"")
        
        except Exception as e:
            logger.error(f""STEERING: Error setting up steering: {e}"")
            self.steering_manager = None
            self.steering_hooks = []",Set up steering vector management.,???Initialize and configure steering mechanisms with pattern strengths and model hooks???
1890,stream_messages,"def stream_messages(
        self, data: dict[str, Any]
    ) -> Generator[dict[str, Any], None, None]:
        
        if self.url:
            headers = {
                ""Content-Type"": ""application/json"",
                ""Accept"": ""text/event-stream"",
            }
            if self.authenticate_request:
                headers[""Authorization""] = f""Bearer {self.id_token}""
            with requests.post(
                self.url, json=data, headers=headers, stream=True, timeout=60
            ) as response:
                for line in response.iter_lines():
                    if line:
                        try:
                            event = json.loads(line.decode(""utf-8""))
                            yield event
                        except json.JSONDecodeError:
                            print(f""Failed to parse event: {line.decode('utf-8')}"")
        elif self.agent is not None:
            yield from self.agent.stream_query(**data)","Stream events from the server, yielding parsed event data.","???Stream events from a URL or agent, handling authentication and JSON parsing.???"
1891,add_graph_node,"def add_graph_node(self, node_config: Union[AgentConfig, TaskConfig]):
        
        # this adds the node to the graph and relies on an existing edge
        existing_nodes: list[ast.Call] = self.get_graph_nodes()
        if len(existing_nodes):  # add the new node after the last existing node
            _, end = self.get_node_range(existing_nodes[-1])
        else:  # find the instantiation of `StateGraph`
            graph_instance = asttools.find_method_calls(self.get_run_method(), 'StateGraph')[0]
            _, end = self.get_node_range(graph_instance)

        # node is always either an Agent or a Task so we can make this assumption
        code = f
        self.edit_node_range(end, end, code)",Add a new node to the graph configuration.,???Add a new node to a graph based on existing nodes or graph instantiation???
1892,cleanup_processes,"def cleanup_processes():
    
    global worker_process
    if worker_process and worker_process.poll() is None:  # Check if process is still running
        logging.info(f""Stopping ARQ worker (PID: {worker_process.pid})..."")

        # Log the worker termination
        try:
            log_dir = os.path.join(os.getcwd(), ""logs"")
            worker_log_path = os.path.join(log_dir, ""worker.log"")

            with open(worker_log_path, ""a"") as worker_log:
                timestamp = subprocess.check_output([""date""]).decode().strip()
                worker_log.write(f""\n\n--- Worker stopping at {timestamp} ---\n\n"")
        except Exception as e:
            logging.warning(f""Could not write worker stop message to log: {e}"")

        # Send SIGTERM first for graceful shutdown
        worker_process.terminate()
        try:
            # Wait a bit for graceful shutdown
            worker_process.wait(timeout=5)
            logging.info(""ARQ worker stopped gracefully."")
        except subprocess.TimeoutExpired:
            logging.warning(""ARQ worker did not terminate gracefully, sending SIGKILL."")
            worker_process.kill()  # Force kill if it doesn't stop
            logging.info(""ARQ worker killed."")

        # Close any open file descriptors for the process
        if hasattr(worker_process, ""stdout"") and worker_process.stdout:
            worker_process.stdout.close()
        if hasattr(worker_process, ""stderr"") and worker_process.stderr:
            worker_process.stderr.close()",Stop the ARQ worker process on exit.,???Terminate and log the shutdown of a running worker process gracefully or forcefully.???
1893,execute_code,"def execute_code(code: str) -> Tuple[Any, str]:
    
    logger.info(""Attempting to execute code"")
    logger.info(f""Code:\n{code}"")
    
    try:
        # Create a clean environment
        execution_env = {}
        
        # Execute the code as-is
        exec(code, execution_env)
        
        # Look for answer variable
        if 'answer' in execution_env:
            answer = execution_env['answer']
            logger.info(f""Execution successful. Answer: {answer}"")
            return answer, None
        else:
            error = ""Code executed but did not produce an answer variable""
            logger.warning(error)
            return None, error
            
    except Exception as e:
        error = str(e)
        logger.error(f""Execution failed: {error}"")
        return None, error",Attempt to execute the code and return result or error.,"???  
Executes given code string, returning 'answer' variable or error message.  
???"
1894,message_param_str,"def message_param_str(self, message: MessageParam) -> str:
        
        if message.content:
            if isinstance(message.content, str):
                return message.content

            content: list[str] = []
            for c in message.content:
                if isinstance(c, TextContentItem):
                    content.append(c.text)
                elif isinstance(c, ImageContentItem):
                    content.append(f""Image url: {c.image_url.url}"")
                elif isinstance(c, AudioContentItem):
                    content.append(f""{c.input_audio.format}: {c.input_audio.data}"")
                else:
                    content.append(str(c))
            return ""\n"".join(content)
        else:
            return str(message)",Convert an input message to a string representation.,???Convert message content into a formatted string based on content type.???
1895,_format_tool_descriptions,"def _format_tool_descriptions(self, tools: List[Any]) -> str:
        
        descriptions = []
        for tool in tools:
            desc = [f""{tool.name}: {tool.description}""]
            
            desc.append(""\nArguments:"")
            for arg_name, arg_info in tool.inputs.items():
                desc.append(f""  - {arg_name}: {arg_info['description']}"")
            
            desc.append(f""\nReturns: {tool.output_type}"")
            
            descriptions.append(""\n"".join(desc))
        
        return ""\n\n"".join(descriptions)",Formats tool schemas into a user-friendly description string.,???Generate formatted descriptions for a list of tools with their arguments and return types.???
1896,mesh_to_colored_voxels,"def mesh_to_colored_voxels(obj_file=""voxel_mesh.obj"", 
                          mapping_file=""voxel_mapping.json"",
                          texture_file=""texture.png"",
                          output_file=""colored_voxels.png""):
    
    # Load the mesh
    mesh = trimesh.load(obj_file)
    print(f""Loaded mesh with {len(mesh.vertices)} vertices and {len(mesh.faces)} faces"")
    
    # Load the mapping
    mapping = load_mapping(mapping_file)
    print(f""Loaded mapping with {len(mapping)} voxel faces"")
    
    # Load the texture
    texture = plt.imread(texture_file)
    if texture.dtype == np.float32:
        texture = (texture * 255).astype(np.uint8)
    print(f""Loaded texture with shape {texture.shape}"")
    
    # Reconstruct voxel grid
    voxel_grid = reconstruct_voxel_grid(mapping, dimension=[20, 20, 20])
    print(f""Reconstructed voxel grid with shape {voxel_grid.shape}"")
    
    # Sample colors
    sampled_colors = {}
    for voxel_key in mapping.keys():
        coords = voxel_key[:3]
        face_idx = voxel_key[3]
        color = get_voxel_average_color(texture, coords, face_idx, mapping)
        sampled_colors[voxel_key] = color
    
    # Visualize the result
    colored_voxels = visualize_colored_voxel_grid(voxel_grid, sampled_colors, output_file=output_file)
    
    return voxel_grid, sampled_colors, colored_voxels",Convert a textured mesh back to colored voxels,???Convert 3D mesh to colored voxel representation using texture mapping.???
1897,_process_mermaid_diagrams,"def _process_mermaid_diagrams(self, content: str) -> str:
        
        def replace_mermaid(match):
            try:
                diagram = mermaid.generate_diagram(match.group(1))
                return f""```html\n<div class='mermaid-diagram'>\n{diagram}\n</div>\n```""
            except Exception as e:
                logger.error(f""Error processing Mermaid diagram: {e}"")
                return match.group(0)
        
        pattern = r'```mermaid\n(.*?)\n```'
        return re.sub(pattern, replace_mermaid, content, flags=re.DOTALL)",Convert Mermaid diagram code blocks to embedded SVG.,"???Transforms Mermaid code blocks in text into HTML-rendered diagrams, handling errors gracefully.???"
1898,_prepare_request_headers,"def _prepare_request_headers(self) -> bytes:
        
        new_headers = []
        has_host = False

        for header in self.request.headers:
            if header.lower().startswith(""host:""):
                has_host = True
                new_headers.append(f""Host: {self.target_host}"")
            else:
                new_headers.append(header)

        if not has_host:
            new_headers.append(f""Host: {self.target_host}"")

        request_line = f""{self.request.method} /{self.request.path} {self.request.version}\r\n""
        header_block = ""\r\n"".join(new_headers)
        return f""{request_line}{header_block}\r\n\r\n"".encode()",Prepare modified request headers,"???Constructs HTTP request headers, ensuring the host is correctly set.???"
1899,get_summary,"def get_summary(self) -> str:  # pragma: no cover
        
        if self._global_status == SyncStatus.IDLE:
            return ""✅ System ready""
        elif self._global_status == SyncStatus.COMPLETED:
            return ""✅ All projects synced successfully""
        elif self._global_status == SyncStatus.FAILED:
            failed_projects = [
                p.project_name
                for p in self._project_statuses.values()
                if p.status == SyncStatus.FAILED
            ]
            return f""❌ Sync failed for: {', '.join(failed_projects)}""
        else:
            active_projects = [
                p.project_name
                for p in self._project_statuses.values()
                if p.status in (SyncStatus.SCANNING, SyncStatus.SYNCING)
            ]
            total_files = sum(p.files_total for p in self._project_statuses.values())
            processed_files = sum(p.files_processed for p in self._project_statuses.values())

            if total_files > 0:
                progress_pct = (processed_files / total_files) * 100
                return f""🔄 Syncing {len(active_projects)} projects ({processed_files}/{total_files} files, {progress_pct:.0f}%)""
            else:
                return f""🔄 Syncing {len(active_projects)} projects""",Get a user-friendly summary of sync status.,???Generate a status message summarizing system synchronization progress and outcomes.???
1900,task_gravity_one_step,"def task_gravity_one_step(rng: Random, size: int) -> Optional[dict[str, list[int]]]:
    
    question = [rng.randint(1, 9) if rng.random() < 0.5 else 0 for _ in range(size)]
    answer = question.copy()

    # Move each non-zero pixel one step left if possible
    for i in range(1, size):
        if answer[i] != 0 and answer[i - 1] == 0:
            answer[i - 1] = answer[i]
            answer[i] = 0

    return {""input"": question, ""output"": answer}",Generate a task where non-zero elements move one step left if possible.,???Simulate gravity effect on a list by shifting non-zero elements left???
1901,get_url_markdown,"def get_url_markdown(url: str) -> str:
    
    import requests
    from markdownify import markdownify as md
    try:
        response = requests.get(url, timeout=30)
        response.raise_for_status()
        return md(response.text)
    except Exception as e:
        return f""Error: {str(e)}""",Get contents of URL as nicely formatted markdown.,"???  
Converts webpage content from a URL into markdown format, handling errors.  
???"
1902,convert_to_scheme,"def convert_to_scheme(self, scheme: str) -> str:
        
        if scheme not in VALID_SCHEMES:
            raise ValueError(f""Invalid scheme: {scheme}. The scheme should be one of {VALID_SCHEMES}."") 
        if scheme == ""python"":
            repr = self.get_workflow_python_repr()
        elif scheme == ""yaml"":
            repr = self.get_workflow_yaml_repr()
        elif scheme == ""code"":
            repr = self.get_workflow_code_repr()
        elif scheme == ""core"":
            repr = self.get_workflow_core_repr()
        elif scheme == ""bpmn"":
            repr = self.get_workflow_bpmn_repr()
        return repr",Transform the WorkflowGraph to the desired scheme.,???Convert workflow representation based on specified scheme type???
1903,_extract_basic_info,"def _extract_basic_info(self, repo_url: str, readme_content: str) -> Dict:
        
        schema = {
            ""name"": ""extract_basic_info"",
            ""description"": ""Extract basic manifest information"",
            ""parameters"": {
                ""type"": ""object"",
                ""required"": [""display_name"", ""tags""],
                ""properties"": {
                    ""display_name"": {
                        ""type"": ""string"",
                        ""description"": ""Human-readable server name""
                    },
                    ""license"": {""type"": ""string""},
                    ""tags"": {
                        ""type"": ""array"",
                        ""items"": {""type"": ""string""}
                    }
                },
                ""additionalProperties"": False
            },
        }

        return self._call_llm(
            repo_url=repo_url,
            readme_content=readme_content,
            schema=schema,
            prompt=(""Extract the display_name, license, and tags from the README file. ""
                    ""The display_name should be a human-readable server name close to the name of the repository. ""
                    ""The tags should be a list of tags that describe the server."")
        )","Extract basic information (display_name, license, tags) using LLM.","???Extracts repository metadata like name, license, and tags from README content.???"
1904,run_streamable_http_server,"def run_streamable_http_server(server_port: int) -> None:
    
    _, app = make_fastmcp_streamable_http_app()
    server = uvicorn.Server(
        config=uvicorn.Config(
            app=app, host=""127.0.0.1"", port=server_port, log_level=""error""
        )
    )
    print(f""Starting StreamableHTTP server on port {server_port}"")
    server.run()",Run the StreamableHTTP server.,???Initialize and run a streamable HTTP server on a specified port.???
1905,_load_api_key,"def _load_api_key(self, api_key_path: str) -> None:
        
        try:
            config_path = Path(api_key_path)
            if config_path.exists():
                with open(config_path) as f:
                    config = json.load(f)
                self.api_key = config.get('api_key')
            if not self.api_key:
                raise ValueError(""API key not found in config file"")
        except Exception as e:
            logger.error(f""Error loading API key: {e}"")
            raise",Load Alpha Vantage API key from config file.,???Load API key from a configuration file and handle errors.???
1906,set_whitelist,"def set_whitelist(self, wxid: str, stat: bool) -> bool:
        
        session = self.DBSession()
        try:
            user = session.query(User).filter_by(wxid=wxid).first()
            if not user:
                user = User(wxid=wxid)
                session.add(user)
            user.whitelist = stat
            session.commit()
            logger.info(f""数据库: 用户{wxid}白名单状态设置为{stat}"")
            return True
        except Exception as e:
            session.rollback()
            logger.error(f""数据库: 用户{wxid}白名单状态设置失败, 错误: {e}"")
            return False
        finally:
            session.close()",Set user's whitelist status,"???Update user whitelist status in database, handling exceptions and logging results.???"
