Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,function_name,codeFunctions,originalComment,codeComment,human_conciseness,human_fluency,human_content_adequacy,BLEU_1,ROUGE_1_P,ROUGE_W_R,CodeT5_plus_CS,BERTScore_R,SentenceBERT_CS,InferSent_CS,SIDE_score,C_Coeff,SIDE_emb,model_content_adequacy,model_conciseness,model_fluency
66,66,66,67,compute_similarity_scores,"def compute_similarity_scores(
    embedding_a: FloatArray, embedding_b: FloatArray
) -> Dict[str, float]:
    
    # Reshape for sklearn's cosine_similarity
    a_emb = embedding_a.reshape(1, -1)
    b_emb = embedding_b.reshape(1, -1)

    cosine_sim = float(cosine_similarity(a_emb, b_emb)[0, 0])

    # Could add other similarity metrics here
    return {
        ""cosine"": cosine_sim,
        # ""euclidean"": float(euclidean_similarity),
        # ""dot_product"": float(dot_product)
    }",Compute different similarity metrics between embeddings,Calculate cosine similarity between two vector embeddings.,5.0,5.0,4.0,0.7931034482758621,0.4285714285714285,0.5,0.5536909103393555,0.43573853,0.62430525,0.75632095,0.8902888894081116,0.1428571428571428,0.6139958626332525,4.0,5.0,5.0
67,67,67,68,delete_all_output_files,"def delete_all_output_files() -> bool:
    
    try:
        for filename in os.listdir(OUTPUTS_DIR):
            if any(filename.endswith(ext) for ext in AUDIO_FORMATS):
                file_path = os.path.join(OUTPUTS_DIR, filename)
                os.remove(file_path)
        return True
    except Exception as e:
        print(f""Error deleting output files: {e}"")
        return False",Delete all audio files from the outputs directory.,"Remove all audio files from the specified output directory, handling errors.",5.0,5.0,4.0,0.631578947368421,0.6363636363636364,0.875,0.6468192338943481,0.8979604,0.906772,0.9104203,0.9766420125961304,0.1818181818181818,0.6423313422426198,5.0,5.0,5.0
68,68,68,69,setup_logger,"def setup_logger(session_id, user_log_dir):
    
    logger = logging.getLogger(session_id)
    formatter = logging.Formatter(""%(message)s"")
    file_handler = logging.FileHandler(user_log_dir / f""{session_id}.jsonl"", mode=""w"")
    file_handler.setFormatter(formatter)
    logger.setLevel(logging.INFO)
    logger.addHandler(file_handler)
    return logger",Creates a log file and logging object for the corresponding session ID,Initialize a session-specific logger with JSONL file output.,5.0,5.0,5.0,0.6066452361716067,0.3333333333333333,0.1666666666666666,0.5639523863792419,0.2708464,0.79211164,0.6866676,0.9615910649299622,0.25,0.6424066044340414,4.0,5.0,5.0
69,69,69,70,run,"def run() -> None:
    
    for p_file in glob.glob(f""agent/prompts/raw/*.py""):
        # import the file as a module
        base_name = os.path.basename(p_file).replace("".py"", """")
        module = importlib.import_module(f""agent.prompts.raw.{base_name}"")
        prompt = module.prompt
        # save the prompt as a json file
        os.makedirs(""agent/prompts/jsons"", exist_ok=True)
        with open(f""agent/prompts/jsons/{base_name}.json"", ""w+"") as f:
            json.dump(prompt, f, indent=2)
    print(f""Done convert python files to json"")",Convert all python files in agent/prompts to json files in agent/prompts/jsons,Convert Python prompt modules to JSON files in a directory.,5.0,5.0,4.0,0.5772823790030223,0.7,0.5,0.6207281351089478,0.123509936,0.73877454,0.87302434,0.9090123772621156,0.9,0.6225120530413616,5.0,5.0,5.0
70,70,70,71,text,"def text(markdown_str: str, size: float = 1.0, component_id: str | None = None, **kwargs) -> ComponentReturn:
    
    component = {
        ""type"": ""text"",
        ""id"": component_id,
        ""markdown"": markdown_str,
        ""value"": markdown_str,
        ""size"": size,
    }

    logger.info(f""[text] ID = {component_id}, content = {markdown_str}"")
    return ComponentReturn(markdown_str, component)",Create a text/markdown component.,Create a text component with markdown content and optional size and ID.,5.0,5.0,4.0,0.4507042253521127,0.4166666666666667,0.8,0.6258566975593567,0.8058347,0.79770553,0.34247473,0.9128740429878236,0.4166666666666667,0.6546795264264218,5.0,5.0,5.0
71,71,71,72,setUp,"def setUp(self):
        
        # Patch the environment variable
        self.env_patcher = patch.dict('os.environ', {'FIRECRAWL_API_KEY': 'fake-api-key'})
        self.env_patcher.start()
        
        # Create a mock for the FirecrawlApp
        self.firecrawl_app_patcher = patch('deepsearcher.loader.web_crawler.firecrawl_crawler.FirecrawlApp')
        self.mock_firecrawl_app = self.firecrawl_app_patcher.start()
        
        # Set up mock instances
        self.mock_app_instance = MagicMock()
        self.mock_firecrawl_app.return_value = self.mock_app_instance
        
        # Create the crawler
        self.crawler = FireCrawlCrawler()",Set up test fixtures.,Set up test environment by mocking environment variables and FirecrawlApp instance.,5.0,5.0,5.0,0.216867469879518,0.2727272727272727,0.75,0.6489642858505249,0.42507482,0.38422796,0.51547825,0.927176594734192,0.6363636363636364,0.688887150205233,5.0,5.0,5.0
72,72,72,73,_respect_rate_limit,"def _respect_rate_limit(self):
        
        current_time = time.time()
        time_since_last_request = current_time - self.last_request_time

        if time_since_last_request < self.delay_between_requests:
            wait_time = self.delay_between_requests - time_since_last_request
            logger.info(f""Rate limiting: waiting {wait_time:.2f} seconds"")
            time.sleep(wait_time)

        self.last_request_time = time.time()",Apply self-imposed rate limiting between requests,Enforces API rate limits by delaying requests if needed.,5.0,5.0,4.0,0.7321428571428571,0.3333333333333333,0.4285714285714285,0.5441099405288696,0.38716158,0.630422,0.7807641,0.930011749267578,0.1111111111111111,0.5410700301732168,5.0,5.0,5.0
73,73,73,74,_cleanup_existing_alembic,"def _cleanup_existing_alembic(self) -> None:
        
        # logger.info(""Cleaning up existing Alembic configuration..."")

        # Remove entire alembic directory if it exists
        if self.alembic_dir.exists():
            import shutil

            shutil.rmtree(self.alembic_dir)
            logger.info(f""Removed alembic directory: {self.alembic_dir}"")

        # Remove alembic.ini if it exists
        if self.alembic_ini_path.exists():
            self.alembic_ini_path.unlink()
            logger.info(""Removed alembic.ini"")",Completely remove existing Alembic configuration including versions.,Remove existing Alembic configuration by deleting directory and configuration file.,5.0,5.0,5.0,0.7349397590361446,0.4,0.5714285714285714,0.6162247061729431,0.4484804,0.8367286,0.79651225,0.9615591764450072,0.4,0.7559770441231995,5.0,5.0,5.0
74,74,74,75,create_custom_calendar,"def create_custom_calendar(calendar_name, description=""""):
    
    service = get_calendar_service()
    
    calendar = {
        'summary': calendar_name,
        'description': description,
        'timeZone': TIMEZONE
    }

    created_calendar = service.calendars().insert(body=calendar).execute()
    return created_calendar",Creates a new custom calendar in Google Calendar.,Create a personalized calendar with specified name and description.,5.0,5.0,3.0,0.6417910447761194,0.3333333333333333,0.375,0.5706765055656433,0.28757542,0.589574,0.7463275,0.9731405973434448,0.3333333333333333,0.6153777318243809,5.0,5.0,5.0
75,75,75,76,_separate_create_config,"def _separate_create_config(self, config: dict[str, Any]) -> tuple[dict[str, Any], dict[str, Any]]:
        
        create_config = {k: v for k, v in config.items() if k not in self.extra_kwargs}
        extra_kwargs = {k: v for k, v in config.items() if k in self.extra_kwargs}
        return create_config, extra_kwargs",Separate the config into create_config and extra_kwargs.,Split configuration into main settings and additional parameters.,5.0,5.0,3.0,0.6461538461538462,0.25,0.2222222222222222,0.5355520844459534,0.111544855,0.53011435,0.7383702,0.7733139395713806,0.0,0.4213962382056724,5.0,5.0,5.0
76,76,76,77,_format_server_info,"def _format_server_info(self, server_name: str) -> str:
        
        server_config = self.server_registry.get_server_config(server_name)
        server_str = f""Server Name: {server_name}""
        if not server_config:
            return server_str

        description = server_config.description
        if description:
            server_str = f""{server_str}\nDescription: {description}""

        return server_str",Format server information for display to planners,Format server details into a descriptive string output,5.0,5.0,3.0,0.7037037037037037,0.25,0.2857142857142857,0.4812843799591064,0.3756719,0.5069506,0.6942953,0.9443361759185792,0.125,0.566838130984344,4.0,5.0,5.0
77,77,77,78,format_question,"def format_question(category: str, question: str, answer: str) -> Dict[str, Any]:
    
    # Basic sanity checks
    if not question or not answer:
        raise ValueError(f""Empty question or answer in {category}"")
        
    return {
        ""id"": f""{category}_{random.getrandbits(32):08x}"",
        ""category"": category,
        ""question"": clean_text(question),
        ""answer"": clean_text(answer),
        ""metadata"": {
            ""source"": SOURCES[category][""name""],
            ""type"": category,
            ""difficulty"": ""challenging""  # All examples are chosen to be challenging
        }
    }",Format a question for the benchmark dataset,Generate a structured question-answer dictionary with metadata validation.,5.0,5.0,3.0,0.5,0.2222222222222222,0.2857142857142857,0.562790036201477,0.46760875,0.6522499,0.64117694,0.8598877191543579,0.125,0.5620309366051134,3.0,4.0,4.0
78,78,78,79,get_tool,"def get_tool(self, key: str) -> Tool:
        
        if key in self._tools:
            return self._tools[key]
        raise NotFoundError(f""Unknown tool: {key}"")",Get tool by key.,Retrieve a tool by key or raise an error if not found.,5.0,5.0,5.0,0.2777777777777778,0.25,0.75,0.6757820844650269,0.6802855,0.59029645,0.5047437,0.9144129157066344,0.4166666666666667,0.6309123801355253,5.0,5.0,5.0
79,79,79,80,stable_serialize,"def stable_serialize(obj: Any) -> Any:
    
    if isinstance(obj, dict):
        return {k: stable_serialize(v) for k, v in sorted(obj.items())}
    elif isinstance(obj, (list, tuple)):
        return [stable_serialize(x) for x in obj]
    elif isinstance(obj, (str, int, float, bool, type(None))):
        return obj
    else:
        return str(obj)",Serialize object in a stable way for hashing.,"Recursively serialize data structures into a stable, sorted format.",5.0,5.0,4.0,0.5522388059701493,0.3333333333333333,0.375,0.5843435525894165,0.32168648,0.46333307,0.5738357,0.8064797520637512,0.2222222222222222,0.485009803035935,5.0,5.0,5.0
80,80,80,81,register_mcp_tools,"def register_mcp_tools(self):
        
        if self.mcp_client:
            for server_name in self.mcp_client.server_name_to_tools:
                for tool in self.mcp_client.server_name_to_tools[server_name]:
                    tool_name = f""mcp.{server_name}.{tool.name}""
                    self.registry.registry.actions[tool_name] = RegisteredAction(
                        name=tool_name,
                        description=tool.description,
                        function=tool,
                        param_model=create_tool_param_model(tool),
                    )
                    logger.info(f""Add mcp tool: {tool_name}"")
                logger.debug(
                    f""Registered {len(self.mcp_client.server_name_to_tools[server_name])} mcp tools for {server_name}"")
        else:
            logger.warning(f""MCP client not started."")",Register the MCP tools used by this controller.,Register and log MCP tools in the action registry if the MCP client is active.,4.0,5.0,4.0,0.5769230769230769,0.2666666666666666,0.375,0.6646566390991211,0.4047293,0.7506815,0.7934586,0.9081419706344604,0.4666666666666667,0.7297568630575801,5.0,5.0,5.0
81,81,81,82,_ms_to_ass_ts,"def _ms_to_ass_ts(ms: int) -> str:
        
        total_seconds, milliseconds = divmod(ms, 1000)
        minutes, seconds = divmod(total_seconds, 60)
        hours, minutes = divmod(minutes, 60)
        centiseconds = int(milliseconds / 10)
        return f""{int(hours):01}:{int(minutes):02}:{int(seconds):02}.{centiseconds:02}""",Convert milliseconds to ASS timestamp format (H:MM:SS.cc),"Convert milliseconds to formatted timestamp string in hours, minutes, seconds.",5.0,5.0,4.0,0.5641025641025641,0.5,0.4,0.6861414909362793,0.19935976,0.6404227,0.8508172,0.9446961283683776,0.4,0.4739626742387803,4.0,4.0,4.0
82,82,82,83,get_model_config,"def get_model_config(version: str):
    
    if version not in MODEL_CONFIGS:
        raise ValueError(f""Unsupported model version '{version}'. Supported versions are: {list(MODEL_CONFIGS.keys())}"")
    return MODEL_CONFIGS[version]",Retrieve the configuration for a given model version.,"Retrieve configuration for specified model version, raising error if unsupported.",5.0,5.0,5.0,0.6296296296296297,0.5,0.625,0.6966838836669922,0.6830785,0.6615194,0.8431364,0.9756333827972412,0.3,0.6630233496013811,5.0,5.0,5.0
83,83,83,84,get_cortex_search_service,"def get_cortex_search_service(cfg: RetrievalProviderConfig) -> Tuple[str,str,str]:
    
    if not cfg:
        raise snowflake.ConfigurationError(""Unable to determine Snowflake configuration"")
    index_name = cfg.index_name
    if not index_name:
        raise snowflake.ConfigurationError(""Unable to determine Snowflake Cortex Search Service, is SNOWFLAKE_CORTEX_SEARCH_SERVICE set?"")
    parts = index_name.split(""."")
    if len(parts) != 3:
        raise snowflake.ConfigurationError(f""Invalid SNOWFLAKE_CORTEX_SEARCH_SERVICE, expected format:<database>.<schema>.<service>, got {index_name}"")
    return (parts[0], parts[1], parts[2])","Retrieve the Cortex Search Service (database, schema, service) to use from the configuration, or raise an error.",Validate and parse configuration for Snowflake Cortex Search Service details.,5.0,5.0,4.0,0.5358164575469911,0.4,0.1764705882352941,0.5937928557395935,0.19352119,0.48306617,0.77883494,0.5896837711334229,0.4,0.5837131426175782,5.0,5.0,5.0
84,84,84,85,_save_faiss_index,"def _save_faiss_index(self):
        
        faiss.write_index(self._index, self._faiss_index_file)

        # Save metadata dict to JSON. Convert all keys to strings for JSON storage.
        # _id_to_meta is { int: { '__id__': doc_id, '__vector__': [float,...], ... } }
        # We'll keep the int -> dict, but JSON requires string keys.
        serializable_dict = {}
        for fid, meta in self._id_to_meta.items():
            serializable_dict[str(fid)] = meta

        with open(self._meta_file, ""w"", encoding=""utf-8"") as f:
            json.dump(serializable_dict, f)",Save the current Faiss index + metadata to disk so it can persist across runs.,"Persist FAISS index and metadata to files, converting keys for JSON compatibility.",5.0,5.0,4.0,0.7439024390243902,0.4166666666666667,0.2857142857142857,0.6284849047660828,0.35843244,0.55429554,0.7310251,0.8709020614624023,0.4166666666666667,0.6897546615188352,5.0,5.0,5.0
85,85,85,86,_jsonl_to_csv,"def _jsonl_to_csv(self, jsonl_file, csv_file):
        
        with open(jsonl_file, 'r', encoding='utf-8') as infile:
            data = [json.loads(line) for line in infile]
        
        if not data:
            print(""Empty JSONL file."")
            return
        
        with open(csv_file, 'w', newline='', encoding='utf-8') as outfile:
            writer = csv.DictWriter(outfile, fieldnames=data[0].keys())
            writer.writeheader()
            writer.writerows(data)
        
        print(f""Converted {jsonl_file} to {csv_file}"")",Convert a JSONL file to a CSV file.,Convert JSONL data to CSV format and save to file,5.0,5.0,3.0,0.6530612244897959,0.5,0.625,0.5569971203804016,0.60814947,0.8024382,0.8365302,0.963988482952118,0.4,0.6843290007780463,5.0,5.0,5.0
86,86,86,87,recursive_mask_values,"def recursive_mask_values(obj, parent_key=None):
            
            if isinstance(obj, dict):
                return {k: recursive_mask_values(v, k) for k, v in obj.items()}
            elif isinstance(obj, list):
                return [recursive_mask_values(item, parent_key) for item in obj]
            elif isinstance(obj, str):
                # List of keys that should NOT be masked
                excluded_keys = {
                    'start_time', 'end_time', 'name', 'id', 
                    'hash_id', 'parent_id', 'source_hash_id',
                    'cost', 'type', 'feedback', 'error', 'ctx','telemetry.sdk.version',
                    'telemetry.sdk.language','service.name'
                }
                # Apply masking only if the key is NOT in the excluded list
                if parent_key and parent_key.lower() not in excluded_keys:
                    return masking_func(obj)
                return obj
            else:
                return obj",Apply masking to all values in nested structure.,"Recursively mask string values in nested structures, excluding specified keys.",4.0,5.0,3.0,0.5512820512820513,0.5,0.625,0.5013484358787537,0.56021166,0.67335904,0.7493304,0.8719656467437744,0.2,0.5380163259630287,5.0,5.0,5.0
87,87,87,88,deprecated,"def deprecated(replacement: str = """"):
    
    import functools
    import warnings

    def decorator(func):
        qualified_name = _get_qualified_name(func)
        @functools.wraps(func)
        def wrapped(*args, **kwargs):
            msg = f""Warning: API '{qualified_name}' is deprecated.""
            if replacement:
                msg += f"" Please use '{replacement}' instead.""
            warnings.warn(msg, category=DeprecationWarning, stacklevel=2)
            return func(*args, **kwargs)
        return wrapped
    return decorator",Decorator to mark APIs as deprecated.,"Decorator issues deprecation warnings for outdated functions, suggesting replacements.",5.0,5.0,5.0,0.3837209302325581,0.2222222222222222,0.3333333333333333,0.5735589265823364,0.4651366,0.48514912,0.5421926,0.9095858335494996,0.2222222222222222,0.6280773934996161,5.0,5.0,5.0
88,88,88,89,__init__,"def __init__(self):
        
        super().__init__()

        # Client connections (virtual)
        self.websocket_connections = {}

        # In browser, set dummy branding manager
        self.branding_manager = type(
            ""DummyBrandingManager"",
            (),
            {
                ""static_dir"": """",
                ""get_branding_config"": lambda *args: {
                    ""name"": ""Preswald"",
                    ""favicon"": ""/favicon.ico"",
                },
            },
        )()

        # Register with JavaScript
        self._register_js_handlers()",Initialize the service with browser-compatible components,Initialize a virtual client manager with dummy branding and JavaScript handlers.,4.0,5.0,5.0,0.5375,0.1818181818181818,0.2857142857142857,0.6397623419761658,0.49790242,0.4265189,0.6205429,0.9482810497283936,0.6363636363636364,0.571380435198905,5.0,5.0,5.0
89,89,89,90,_format_timestamp,"def _format_timestamp(self, timestamp: str) -> str:
        
        if len(timestamp) < 14:
            return timestamp

        try:
            year = timestamp[0:4]
            month = timestamp[4:6]
            day = timestamp[6:8]
            hour = timestamp[8:10]
            minute = timestamp[10:12]
            second = timestamp[12:14]
            return f""{year}-{month}-{day} {hour}:{minute}:{second}""
        except Exception:
            return timestamp",Format Wayback Machine timestamp into readable date,Convert a string timestamp into a formatted datetime string if valid,5.0,5.0,5.0,0.5735294117647058,0.2727272727272727,0.2857142857142857,0.5007442235946655,0.3045719,0.65847194,0.7131714,0.9511062502861024,0.3636363636363636,0.5883471867825532,5.0,5.0,4.0
90,90,90,91,get_skill_states,"def get_skill_states(skill_category: str) -> Set[str]:
    
    if skill_category in _skill_states_cache:
        return _skill_states_cache[skill_category]

    try:
        # Import the skill category module
        skill_module = importlib.import_module(f""skills.{skill_category}"")

        # Look for the SkillStates TypedDict class
        if hasattr(skill_module, ""SkillStates""):
            skill_states_class = getattr(skill_module, ""SkillStates"")
            # Get the annotations which contain the state names
            if hasattr(skill_states_class, ""__annotations__""):
                states = set(skill_states_class.__annotations__.keys())
                _skill_states_cache[skill_category] = states
                return states

        logger.warning(f""Could not find SkillStates for {skill_category}"")
        return set()

    except ImportError as e:
        logger.warning(f""Could not import skill category {skill_category}: {e}"")
        return set()",Get the actual skill states for a given skill category by importing its module.,Retrieve and cache skill states from a module based on a given category.,5.0,5.0,3.0,0.7687307682653286,0.4615384615384615,0.3571428571428571,0.5503517389297485,0.42723006,0.7048328,0.7321508,0.929148256778717,0.5384615384615384,0.663288430055073,5.0,5.0,5.0
91,91,91,92,_progress_callback,"def _progress_callback(self, message: str, progress: int, metadata: dict) -> None:
        
        logger.info(f""Progress: {progress}% - {message}"")
        if hasattr(self, ""progress_callback""):
            self.progress_callback(message, progress, metadata)",Handle progress updates from the strategy.,Logs progress updates and invokes a custom callback if available.,5.0,5.0,5.0,0.5230769230769231,0.2,0.3333333333333333,0.6031084060668945,0.33781385,0.41130927,0.6389815,0.9597938060760498,0.3,0.5079193943531103,5.0,5.0,5.0
92,92,92,93,custom_get_evaluation_llm,"def custom_get_evaluation_llm(custom_config=None):
            
            if custom_config is None:
                custom_config = evaluation_config

            print(f""Getting evaluation LLM with config: {custom_config}"")
            return get_llm(**custom_config)",Override that uses the local get_llm with database access.,Retrieve and configure a language model for evaluation using specified or default settings.,4.0,5.0,4.0,0.5274725274725275,0.0769230769230769,0.1,0.6250969767570496,0.14593464,0.18711802,0.6683308,0.5353959202766418,0.1538461538461538,0.403840751561113,5.0,5.0,5.0
93,93,93,94,to_dict,"def to_dict(self):
        
        result = {
            ""id"": self.id,
            ""name"": self.name,
            ""type"": self.type,
            ""path"": self.path,
            ""created_at"": self.created_at.isoformat() if self.created_at else None,
            ""meta_data"": self.meta_data,
        }
        if self.document_id:
            result[""document_id""] = self.document_id
        return result","Convert to dictionary, including document_id",Convert object attributes to a dictionary representation with optional fields.,5.0,5.0,5.0,0.4615384615384615,0.3,0.5,0.503998339176178,0.31442347,0.54296505,0.5726886,0.8746833801269531,0.1,0.4334451981770331,5.0,5.0,5.0
94,94,94,95,mcp_tool,"def mcp_tool(
    name: str | None = None,
    description: str | None = None,
    tags: set[str] | None = None,
) -> Callable[[Callable[..., Any]], Callable[..., Any]]:
    

    def decorator(func: Callable[..., Any]) -> Callable[..., Any]:
        call_args = {
            ""name"": name or func.__name__,
            ""description"": description,
            ""tags"": tags,
        }
        call_args = {k: v for k, v in call_args.items() if v is not None}
        setattr(func, _MCP_REGISTRATION_TOOL_ATTR, call_args)
        return func

    return decorator",Decorator to mark a method as an MCP tool for later registration.,Decorator function to register metadata attributes to another function.,5.0,5.0,5.0,0.7323943661971831,0.2222222222222222,0.1666666666666666,0.5183284282684326,0.38158265,0.59458315,0.7249837,0.7823668718338013,0.1111111111111111,0.3348833452077395,5.0,5.0,5.0
95,95,95,96,trace_id_to_uuid,"def trace_id_to_uuid(trace_id: str) -> str:
    
    trace_id = str(trace.format_trace_id(trace_id))
    if len(trace_id) != 32:
        raise ValueError(""Trace ID must be a 32-character hexadecimal string"")
    return f""{trace_id[:8]}-{trace_id[8:12]}-{trace_id[12:16]}-{trace_id[16:20]}-{trace_id[20:]}""",Convert a 32-character OpenTelemetry trace ID to a UUID-like format.,Convert a 32-character trace ID into a UUID format.,5.0,5.0,5.0,0.7165313105737893,0.9,0.75,0.6791566610336304,0.696277,0.9417016,0.9648318,0.9265343546867372,0.4444444444444444,0.7227866488689232,5.0,5.0,5.0
96,96,96,97,_get_endpoint_config,"def _get_endpoint_config(self):
        
        endpoint_config = CONFIG.retrieval_endpoints.get(self.endpoint_name)
        
        if not endpoint_config:
            error_msg = f""No configuration found for endpoint {self.endpoint_name}""
            logger.error(error_msg)
            raise ValueError(error_msg)
        
        # Verify this is an Azure AI Search endpoint
        if endpoint_config.db_type != ""azure_ai_search"":
            error_msg = f""Endpoint {self.endpoint_name} is not an Azure AI Search endpoint (type: {endpoint_config.db_type})""
            logger.error(error_msg)
            raise ValueError(error_msg)
            
        return endpoint_config",Get the Azure Search endpoint configuration from CONFIG,Validate and retrieve Azure AI Search endpoint configuration,5.0,5.0,4.0,0.75,0.5,0.5,0.508787989616394,0.54038507,0.8494432,0.8461905,0.882710874080658,0.75,0.7160080282629026,5.0,5.0,5.0
97,97,97,98,save_results,"def save_results(results, output_dir):
    
    output_path = Path(output_dir) / ""rich_autoscan_results.json""

    # Convert results to serializable format
    serializable_results = []
    for result in results:
        if result is None:
            continue
        serializable_results.append(result)

    with open(output_path, ""w"") as f:
        json.dump(serializable_results, f, indent=2, default=lambda o: o.value if isinstance(o, Enum) else o)

    print(f""Results saved to {output_path}"")",Save the full results to a JSON file for analysis.,Serialize and save processed results to a JSON file in the specified directory.,5.0,5.0,4.0,0.5822784810126582,0.5384615384615384,0.6,0.65278160572052,0.48755103,0.8583209,0.86804307,0.8183108568191528,0.3846153846153846,0.5826009579448094,5.0,5.0,5.0
98,98,98,99,mock_client,"def mock_client():
    
    client = AsyncMock(spec=httpx.AsyncClient)
    # Set up a mock response
    mock_response = MagicMock()
    mock_response.json.return_value = {""result"": ""success""}
    mock_response.raise_for_status.return_value = None
    client.request.return_value = mock_response
    return client",Create a mock httpx.AsyncClient.,Create a mock asynchronous HTTP client with predefined response behavior.,5.0,5.0,5.0,0.3698630136986301,0.3,0.6,0.619011640548706,0.627565,0.55994904,0.6251376,0.9279735684394836,0.4,0.6817763401282759,5.0,5.0,5.0
99,99,99,100,log_workflow_step,"def log_workflow_step(
    logger, conversation_id: str, step: str, details: Optional[Dict[str, Any]] = None
):
    
    log_data = {
        ""conversation_id"": conversation_id,
        ""workflow_step"": step,
        **(details or {}),
    }
    logger.debug(f""Workflow step: {step}"", data=log_data)",Log workflow execution steps for debugging,Log a workflow step with details using a debug logger.,5.0,5.0,4.0,0.6851851851851852,0.4,0.6666666666666666,0.5435489416122437,0.45564508,0.8027861,0.85159564,0.9764623641967772,0.5,0.6414198192364479,5.0,5.0,5.0
100,100,100,101,generate_app_embedding,"def generate_app_embedding(
    app: AppEmbeddingFields,
    openai_client: OpenAI,
    embedding_model: str,
    embedding_dimension: int,
) -> list[float]:
    
    logger.debug(f""Generating embedding for app: {app.name}..."")
    # generate app embeddings based on app config's name, display_name, provider, description, categories
    text_for_embedding = app.model_dump_json()
    logger.debug(f""Text for app embedding: {text_for_embedding}"")
    return generate_embedding(
        openai_client, embedding_model, embedding_dimension, text_for_embedding
    )",Generate embedding for app.,Generate app-specific embeddings using OpenAI model based on app metadata.,5.0,5.0,5.0,0.3513513513513513,0.2727272727272727,0.75,0.6248908042907715,0.5184131,0.7800825,0.5997329,0.9732546210289,0.6,0.6947997362831135,5.0,5.0,5.0
101,101,101,102,get_os_name,"def get_os_name() -> Union[str, None]:
    
    #
    os_name = platform.system()
    return {
        'Linux': 'linux',
        'Darwin': 'macos',
        'Windows': 'windows',
        # For the future? because why not
        'iOS': 'ios',
    }.get(os_name)",Get the current OS name in the same format needed for browserforge :return: Current OS name or `None` otherwise,Determine operating system name and return standardized identifier.,5.0,5.0,5.0,0.4179368264653403,0.25,0.1052631578947368,0.5349263548851013,0.030113263,0.5263712,0.6595871,0.9634859561920166,0.125,0.5209162543810059,5.0,5.0,5.0
102,102,102,103,__exit__,"def __exit__(self, exc_type, exc_value, exc_tb):
        
        if os.environ.get('HY3DGEN_DEBUG', '0') == '1':
            self.end.record()
            torch.cuda.synchronize()
            self.time = self.start.elapsed_time(self.end)
            if self.name is not None:
                logger.info(f'{self.name} takes {self.time} ms')",Context manager exit: stop timing and log results.,Log execution time if debugging is enabled in environment settings.,5.0,5.0,5.0,0.6119402985074627,0.2,0.125,0.5895932912826538,0.23311462,0.5087478,0.62898195,0.8680874109268188,0.3,0.4115389465344617,4.0,5.0,5.0
103,103,103,104,create_turn_dir,"def create_turn_dir(self) -> None:
        
        if not self.run_dir:
            logger.warning(""Cannot create turn directory: run_dir not set"")
            return

        # Increment turn counter
        self.turn_count += 1

        # Create turn directory with padded number
        turn_name = f""turn_{self.turn_count:03d}""
        self.current_turn_dir = os.path.join(self.run_dir, turn_name)
        os.makedirs(self.current_turn_dir, exist_ok=True)
        logger.info(f""Created turn directory: {self.current_turn_dir}"")",Create a new directory for the current turn.,"Create a new directory for each turn in a sequence, logging the process.",5.0,5.0,5.0,0.5833333333333334,0.5384615384615384,0.75,0.656099796295166,0.70385987,0.708372,0.8639486,0.6924443244934082,0.4615384615384615,0.6567114084684216,5.0,5.0,5.0
104,104,104,105,copy_and_update,"def copy_and_update(self, *args, **kwargs):
        
        new_info = asdict(self)

        for si in args:
            assert isinstance(si, StreamInfo)
            new_info.update({k: v for k, v in asdict(si).items() if v is not None})

        if len(kwargs) > 0:
            new_info.update(kwargs)

        return StreamInfo(**new_info)",Copy the StreamInfo object and update it with the given StreamInfo instance and/or other keyword arguments.,Create a new StreamInfo by merging attributes from instances and keyword arguments,5.0,5.0,5.0,0.6832708383601913,0.4166666666666667,0.2941176470588235,0.571214497089386,0.29416,0.7539537,0.7691348,0.7249249219894409,0.1666666666666666,0.5241895457484741,5.0,5.0,5.0
105,105,105,106,write_output,"def write_output(
    inference_result: model.InferenceResult,
    output_dir: os.PathLike[str] | str,
    terms_of_use: str | None = None,
    name: str | None = None,
) -> None:
  
  processed_result = post_process_inference_result(inference_result)

  prefix = f'{name}_' if name is not None else ''

  with open(os.path.join(output_dir, f'{prefix}model.cif'), 'wb') as f:
    f.write(processed_result.cif)

  with open(
      os.path.join(output_dir, f'{prefix}summary_confidences.json'), 'wb'
  ) as f:
    f.write(processed_result.structure_confidence_summary_json)

  with open(os.path.join(output_dir, f'{prefix}confidences.json'), 'wb') as f:
    f.write(processed_result.structure_full_data_json)

  if terms_of_use is not None:
    with open(os.path.join(output_dir, 'TERMS_OF_USE.md'), 'wt') as f:
      f.write(terms_of_use)",Writes processed inference result to a directory.,Save processed model results and optional terms of use to specified directory.,4.0,5.0,4.0,0.6025641025641025,0.3333333333333333,0.5714285714285714,0.5507960915565491,0.45730194,0.64804363,0.6743275,0.558897852897644,0.0833333333333333,0.4633952582510494,5.0,5.0,5.0
