id,code,original,human,original_okay,count
636766f91a6d9265ec01776e,"@Override public void write(final byte b[],final int off,final int len) throws IOException {
  if (off < 0 || off > b.length || len < 0 || off + len > b.length || off + len < 0) {
    throw new IndexOutOfBoundsException();
  }
 else   if (len == 0) {
    return;
  }
  if (this.count + len > this.buf.length) {
    this.encodePendingBytes(false);
  }
  System.arraycopy(b,off,this.buf,this.count,len);
  this.count+=len;
}
",Writes len bytes from the specified byte array starting at offset off to this byte array output stream.,Write bytes of length len from a byte array.,yes,yes
636767551a6d9265ec017f3f,"public static final <V>void swap(V[] arr,int i,int j){
  V tmp=arr[j];
  arr[j]=arr[i];
  arr[i]=tmp;
}
",Swaps the two elements at the specified indices in the given array.,Swap values at indexes i and j in arr.,yes,yes
636766ae1a6d9265ec0175dc,"public Boolean isPartialContentResponse(){
  Integer limit=drc.getLimit() == null ? 0 : drc.getLimit();
  Long count=drc.getCount() == null ? 0 : drc.getCount();
  return !((limit + 1) >= count);
}
",Check if the actual response is a Partial Content (HTTP 206 code),Determine whether the actual response is a Partial Content,yes,yes
636766f01a6d9265ec01762e,"public static boolean isEmpty(final double[] array){
  return array == null || array.length == 0;
}
",Checks if an array of primitive doubles is empty or null.,Check whether the array of the double type is empty.,yes,yes
6367667e1a6d9265ec01743a,"public long lastWriteTimeStampInMilliseconds(){
  return lastWrite == -1 ? System.currentTimeMillis() : lastWrite;
}
","The last time, in milliseconds, a write operation occurred.",Check whether lastwrite is - 1. ,yes,yes
636767601a6d9265ec0180fd,"protected void addToIndex(V sourceVertex,V targetVertex,E e){
  Pair<V,V> vertexPair=new Pair<>(sourceVertex,targetVertex);
  Set<E> edgeSet=touchingVerticesToEdgeMap.get(vertexPair);
  if (edgeSet != null)   edgeSet.add(e);
 else {
    edgeSet=edgeSetFactory.createEdgeSet(sourceVertex);
    edgeSet.add(e);
    touchingVerticesToEdgeMap.put(vertexPair,edgeSet);
  }
}
",Add an edge to the index.,Add an edge whose start point is sourceVertex and end point is targetVertex to touchingVerticesToEdgeMap.,yes,yes
636766821a6d9265ec0174c9,"private static File[] classPath(){
  final String[] fileNames=System.getProperty(""java.class.path"").split(File.pathSeparator);
  final File[] files=new File[fileNames.length];
  for (int i=0; i < files.length; ++i) {
    files[i]=new File(fileNames[i]);
  }
  return files;
}
",Returns the class path of the current JVM instance as an array of File objects.,Creates an array of the file type based on all file names in java.class.path and returns the array.,yes,yes
636767041a6d9265ec0178f8,"private static String[] copyStrings(final String[] src){
  String[] dst=new String[src.length];
  for (int i=0; i < src.length; ++i) {
    dst[i]=src[i].toLowerCase();
  }
  return dst;
}
","This method creates a copy of the provided array, and ensures that all the strings in the newly created array contain only lower-case letters. ",Copy the source string and transfer each character to lowercase.,yes,yes
636767521a6d9265ec017ecc,"public static Pair<Box2D,Box2D> splitAlongXAxis(Box2D box){
  double newWidth=box.getWidth() / 2d;
  double height=box.getHeight();
  return Pair.of(Box2D.of(box.getMinX(),box.getMinY(),newWidth,height),Box2D.of(box.getMinX() + newWidth,box.getMinY(),newWidth,height));
}
",Split a box along the x axis into two equal boxes.,Divide a box into two equal boxes on the x axis.,yes,yes
636766a91a6d9265ec0175c1,"private void enlarge(final int size){
  int doubleCapacity=2 * data.length;
  int minimalCapacity=length + size;
  byte[] newData=new byte[doubleCapacity > minimalCapacity ? doubleCapacity : minimalCapacity];
  System.arraycopy(data,0,newData,0,length);
  data=newData;
}
",Enlarges this byte vector so that it can receive 'size' more bytes.,Convert the original data array to a longer array.,yes,yes
636767781a6d9265ec018238,"public boolean isAttached(Appender appender){
  if (appenderList == null || appender == null)   return false;
  int size=appenderList.size();
  Appender a;
  for (int i=0; i < size; i++) {
    a=(Appender)appenderList.elementAt(i);
    if (a == appender)     return true;
  }
  return false;
}
","Returns true if the specified appender is in the list of attached appenders, false otherwise.",Check whether appender elements exist in appenderList. ,yes,yes
6367674a1a6d9265ec017dab,"@Override public int compare(Double o1,Double o2){
  if (Math.abs(o1 - o2) < epsilon) {
    return 0;
  }
 else {
    return Double.compare(o1,o2);
  }
}
",Compares two floating point values. ,Compares two values. ,yes,yes
6367672d1a6d9265ec017c78,"public boolean insert(int val){
  if (!map.containsKey(val)) {
    map.put(val,val);
    values.add(val);
    return true;
  }
 else {
    return false;
  }
}
",Inserts a value to the set. ,"If the key whose value is val does not exist in the map, add (val, val) to the map and return true. ",yes,yes
636767dc1a6d9265ec0186c6,"private boolean containsAllFields(Fields fields){
  if (this.properties.size() < fields.properties.size()) {
    return false;
  }
  boolean isContains=fields.properties.entrySet().stream().allMatch(item -> Objects.equals(properties.get(item.getKey()),item.getValue()));
  if (!isContains) {
    return false;
  }
  return fields.source.getExcludes().containsAll(this.source.getExcludes());
}
",Returns ture when the input fields have already been stored in the properties.,Check whether all fields exist in properties.,yes,yes
636766821a6d9265ec0174bf,"public static String capitalize(String name){
  if (name == null || name.length() == 0) {
    return name;
  }
  char chars[]=name.toCharArray();
  chars[0]=Character.toUpperCase(chars[0]);
  return new String(chars);
}
",Reverse of Introspector.decapitalize,Converts a name of the string type to a character array and converts the first letter to an uppercase letter.,no,yes
636767aa1a6d9265ec01865a,"public static int writeTo(final DataOutput out,LinkedBuffer node) throws IOException {
  int contentSize=0, len;
  do {
    if ((len=node.offset - node.start) > 0) {
      out.write(node.buffer,node.start,len);
      contentSize+=len;
    }
  }
 while ((node=node.next) != null);
  return contentSize;
}
",Writes the contents of the LinkedBuffer into the DataOutput.,Write the content into the LinkedBuffer.,yes,yes
636766f21a6d9265ec017677,"public static boolean isNotTrue(Boolean bool){
  return !isTrue(bool);
}
","Checks if a Boolean value is not true, handling null by returning true. ",Check whether the parameter bool is not true.,yes,yes
6367674f1a6d9265ec017e74,"public String toString(){
  StringBuilder s=new StringBuilder();
  for (int j=i; j < n; j++)   s.append(vs[j]).append("" "");
  return s.toString();
}
",Returns a textual representation of the queue.,Convert a value in a vs array to a string.,yes,yes
6367675c1a6d9265ec018058,"@SuppressWarnings(""unchecked"") public static Supplier<String> createStringSupplier(int start){
  int[] container=new int[]{start};
  return (Supplier<String> & Serializable)() -> String.valueOf(container[0]++);
}
",Create a string supplier which returns unique strings. ,Create a string supplier which returns unique integer strings starting from the given start.,yes,yes
6367677b1a6d9265ec0182bd,"public String format(final LoggingEvent event){
  StringBuffer buf=new StringBuffer();
  for (PatternConverter c=head; c != null; c=c.next) {
    c.format(buf,event);
  }
  return buf.toString();
}
",Formats a logging event to a writer.,Formats LoggingEvent as a fixed-format string.,yes,yes
636766ff1a6d9265ec017842,"public static double[] toPrimitive(final Double[] array){
  if (array == null) {
    return null;
  }
 else   if (array.length == 0) {
    return ArrayUtils.EMPTY_DOUBLE_ARRAY;
  }
  final double[] result=new double[array.length];
  for (int i=0; i < array.length; i++) {
    result[i]=array[i].doubleValue();
  }
  return result;
}
",Converts an array of object Doubles to primitives. ,"If the length of the array is 0, return EMPTY_DOUBLE_ARRAY. ",yes,yes
636766fa1a6d9265ec0177a9,"private void addInitializedType(final int abstractType){
  if (initializations == null) {
    initializations=new int[2];
  }
  int initializationsLength=initializations.length;
  if (initializationCount >= initializationsLength) {
    int[] newInitializations=new int[Math.max(initializationCount + 1,2 * initializationsLength)];
    System.arraycopy(initializations,0,newInitializations,0,initializationsLength);
    initializations=newInitializations;
  }
  initializations[initializationCount++]=abstractType;
}
",Adds an abstract type to the list of types on which a constructor is invoked in the basic block.,Add abstractType to the initializations variable.,yes,yes
6367670a1a6d9265ec0179dc,"private void putAbstractTypes(final int start,final int end){
  for (int i=start; i < end; ++i) {
    Frame.putAbstractType(symbolTable,currentFrame[i],stackMapTableEntries);
  }
}
","Puts some abstract types of currentFrame in stackMapTableEntries, using the JVMS verification_type_info format used in StackMapTable attributes.",Add the elements indexed from start to end in currentFrame to Frame.,yes,yes
636766801a6d9265ec017482,"public void readFrom(final InputStream in) throws IOException {
  pointer=0;
  size=0;
  int n;
  do {
    n=in.read(buffer,size,buffer.length - size);
    if (n > 0) {
      size+=n;
    }
    resizeIfNeeded();
  }
 while (n >= 0);
}
",Clear and fill the buffer of this ClassFileBuffer with the supplied byte stream. ,Read from the buffer.,yes,yes
6367670a1a6d9265ec0179d8,"@Override public void write(final byte[] b) throws IOException {
  if (this.encoding == null) {
    this.writer.write(new String(b));
  }
 else {
    this.writer.write(new String(b,this.encoding));
  }
}
",@see OutputStream#write(byte[]),Write the byte array b to the buffer based on the encoding.,no,yes
636766a81a6d9265ec01757b,"@SuppressWarnings(""unchecked"") public String toString(JSONWriter.Feature... features){
  try (JSONWriter writer=JSONWriter.of(features)){
    if ((writer.context.features & NONE_DIRECT_FEATURES) == 0) {
      writer.write(this);
    }
 else {
      writer.setRootObject(this);
      if (arrayWriter == null) {
        arrayWriter=writer.getObjectWriter(JSONArray.class,JSONArray.class);
      }
      arrayWriter.write(writer,this,null,null,0);
    }
    return writer.toString();
  }
 }
",Serialize to JSON String.,Converts the content in JSONWriter to a string.,yes,yes
636767021a6d9265ec0178bf,"@Override protected Object convertToType(final Class<?> type,final Object value) throws Exception {
  String string=value.toString();
  if (string.length() == 0) {
    return BeanUtils.getDefaultValue(type);
  }
 else {
    return string.charAt(0);
  }
}
",Convert the input object into a java.lang.Character.,"If the length of the value string is 0, the default type is returned. ",yes,yes
6367670b1a6d9265ec017a0f,"public static boolean containsAnyIgnoreCase(String str,List<String> searchStrArray){
  if (StringUtils.isEmpty(str) || searchStrArray == null || searchStrArray.isEmpty()) {
    return false;
  }
  for (  String item : searchStrArray) {
    if (containsIgnoreCase(str,item)) {
      return true;
    }
  }
  return false;
}
",Case in-sensitive Checks if the String contains any character in the given set of string.,Check whether str contains elements in searchStrArray. ,yes,yes
636766a81a6d9265ec01758e,"public static int nextPrime(int desiredCapacity){
  if (desiredCapacity >= largestPrime) {
    return largestPrime;
  }
  int i=Arrays.binarySearch(primeCapacities,desiredCapacity);
  if (i < 0) {
    i=-i - 1;
  }
  return primeCapacities[i];
}
",Returns a prime number which is >= desiredCapacity and very close to desiredCapacity (within 11% if desiredCapacity >= 1000).,Returns the element at the location specified by desiredCapacity in primeCapacities.,yes,yes
6367670a1a6d9265ec0179cf,"public static char toChar(final Character ch,final char defaultValue){
  if (ch == null) {
    return defaultValue;
  }
  return ch.charValue();
}
",Converts the Character to a char handling null. ,Obtains the character value of ch. ,yes,yes
6367676b1a6d9265ec0181e2,"public static Object findFirstMatch(Collection source,Collection candidates){
  if (isEmpty(source) || isEmpty(candidates)) {
    return null;
  }
  for (  Object candidate : candidates) {
    if (source.contains(candidate)) {
      return candidate;
    }
  }
  return null;
}
",Return the first element in 'candidates' that is contained in 'source'. ,Returns the first element in candidates that matches the source.,yes,yes
6367676b1a6d9265ec0181ee,"public static String trimTrailingWhitespace(String str){
  if (!hasLength(str)) {
    return str;
  }
  StringBuilder sb=new StringBuilder(str);
  while (sb.length() > 0 && Character.isWhitespace(sb.charAt(sb.length() - 1))) {
    sb.deleteCharAt(sb.length() - 1);
  }
  return sb.toString();
}
",Trim trailing whitespace from the given String.,Trim the end space of the str.,yes,yes
636767dc1a6d9265ec0186cb,"public void init(){
  File dist=new File(analyzeResultDist);
  if (!dist.exists()) {
    dist.mkdirs();
    return;
  }
  if (dist.isFile()) {
    throw new IllegalArgumentException(analyzeResultDist + "" must be a directory"");
  }
}
","initialize config, such as check dist path",Initializes a directory.,yes,yes
636767a31a6d9265ec018552,"@Override public String readString() throws IOException {
  final int size=readRawVarint32();
  if (size <= (bufferSize - bufferPos) && size > 0) {
    final String result=STRING.deser(buffer,bufferPos,size);
    bufferPos+=size;
    return result;
  }
 else {
    return STRING.deser(readRawBytes(size));
  }
}
",Read a string field value from the stream.,Read string from a buffer.,yes,yes
636767a61a6d9265ec0185b7,"private static int digitValue(final char c){
  if ('0' <= c && c <= '9') {
    return c - '0';
  }
 else   if ('a' <= c && c <= 'z') {
    return c - 'a' + 10;
  }
 else {
    return c - 'A' + 10;
  }
}
",Interpret a character as a digit (in any base up to 36) and return the numeric value. ,Obtains the number corresponding to the character c.,yes,yes
636767e01a6d9265ec018755,"private Map<String,Object> buildContent(JsonObject jsonObject){
  Map<String,Object> content=new HashMap<>();
  content.put(""msg_type"",jsonObject.get(""msg_type"").getAsString());
  if (jsonObject.get(""ats"") != null) {
    String ats=jsonObject.get(""ats"").getAsString();
    String text=jsonObject.get(""content"").getAsJsonObject().get(""text"").getAsString();
    List<String> collect=Arrays.stream(ats.split("","")).map(String::trim).collect(Collectors.toList());
    for (    String userId : collect) {
      text+=""<at user_id=\"""" + userId + ""\""></at>"";
    }
    jsonObject.get(""content"").getAsJsonObject().addProperty(""text"",text);
  }
  content.put(""content"",jsonObject.get(""content"").getAsJsonObject());
  return content;
}
","build content,if it has ats someone set the ats.","Put the ""content"" from the  jsonObject to the content.",yes,yes
6367667f1a6d9265ec017458,"public AtmosphereFramework removeAtmosphereHandler(String mapping){
  if (mapping.endsWith(""/"")) {
    mapping+=mappingRegex;
  }
  atmosphereHandlers.remove(mapping);
  return this;
}
",Remove an AtmosphereHandler.,Remove the mapping from atmosphereHandlers.,yes,yes
636767a21a6d9265ec018517,"public final byte[] toByteArray(){
  LinkedBuffer node=head;
  int offset=0, len;
  final byte[] buf=new byte[size];
  do {
    if ((len=node.offset - node.start) > 0) {
      System.arraycopy(node.buffer,node.start,buf,offset,len);
      offset+=len;
    }
  }
 while ((node=node.next) != null);
  return buf;
}
",Returns a single byte array containg all the contents written to the buffer(s).,Copy bytes from LinkedBuffer and return.,yes,yes
6367667d1a6d9265ec017401,"public static String unescapeJava(String str) throws Exception {
  if (str == null) {
    return null;
  }
  StringWriter writer=new StringWriter(str.length());
  unescapeJava(writer,str);
  return writer.toString();
}
",Unescapes any Java literals found in the String. ,Unescapes Java that found in the String.,yes,yes
636766f01a6d9265ec01763e,"private static String javaCharset(String charset){
  if (charset == null) {
    return null;
  }
  String mappedCharset=MIME2JAVA.get(charset.toLowerCase(Locale.ENGLISH));
  if (mappedCharset == null) {
    return charset;
  }
  return mappedCharset;
}
",Translate a MIME standard character set name into the Java equivalent.,Translate a MIME standard charset name into the Java equivalent.,yes,yes
6367676a1a6d9265ec0181bf,"public static Object quoteIfString(Object obj){
  return (obj instanceof String ? quote((String)obj) : obj);
}
",Turn the given Object into a String with single quotes if it is a String; keeping the Object as-is else.,Check whether an obj variable is of the String type.,yes,yes
636767501a6d9265ec017e86,"@Override public ListNode<E> previousNode(){
  checkForComodification();
  if (!hasPrevious()) {
    throw new NoSuchElementException();
  }
  last=next=next.prev;
  nextIndex--;
  return last;
}
",{@inheritDoc},Returns the previous ListNode.,no,yes
636766f21a6d9265ec017667,"public short readShort(final int offset){
  byte[] classBuffer=classFileBuffer;
  return (short)(((classBuffer[offset] & 0xFF) << 8) | (classBuffer[offset + 1] & 0xFF));
}
",Reads a signed short value in this ClassReader.,Read a short value from classFileBuffer,yes,yes
636767031a6d9265ec0178ef,"private static Object copyArrayGrow1(final Object array,final Class<?> newArrayComponentType){
  if (array != null) {
    int arrayLength=Array.getLength(array);
    Object newArray=Array.newInstance(array.getClass().getComponentType(),arrayLength + 1);
    System.arraycopy(array,0,newArray,0,arrayLength);
    return newArray;
  }
  return Array.newInstance(newArrayComponentType,1);
}
",Returns a copy of the given array of size 1 greater than the argument. ,Copy the given array and add a default value at the end.,yes,yes
636767431a6d9265ec017c8d,"private int computeBinaryLog(int n){
  assert n >= 0;
  int result=0;
  while (n > 0) {
    n>>=1;
    ++result;
  }
  return result;
}
",Computes floor($\log_2 (n)$) $+ 1$.,Calculate the floor of the logarithmic value of the given value in base 2.,no,yes
636767611a6d9265ec018116,"private Set<V> intersection(Set<V> set1,Set<V> set2){
  Set<V> a;
  Set<V> b;
  if (set1.size() <= set2.size()) {
    a=set1;
    b=set2;
  }
 else {
    a=set2;
    b=set1;
  }
  return a.stream().filter(b::contains).collect(Collectors.toSet());
}
",Efficient way to compute the intersection between two sets.,Return the intersection between two sets.,yes,yes
636766f71a6d9265ec017730,"static String[] toNoNullStringArray(Collection<?> collection){
  if (collection == null) {
    return ArrayUtils.EMPTY_STRING_ARRAY;
  }
  return toNoNullStringArray(collection.toArray());
}
",Converts the given Collection into an array of Strings. ,"If collection is null, convert collection to EMPTY_STRING_ARRAY. ",yes,yes
636767081a6d9265ec0179a2,"private static boolean isAllZeros(String s){
  if (s == null) {
    return true;
  }
  for (int i=s.length() - 1; i >= 0; i--) {
    if (s.charAt(i) != '0') {
      return false;
    }
  }
  return s.length() > 0;
}
",Utility method for createNumber(String).,Check whether a character string is all consist of zero.,yes,yes
636766821a6d9265ec0174b3,"protected Object filter(Object msg){
  BroadcastAction a=bc.filter(msg);
  if (a.action() == BroadcastAction.ACTION.ABORT || msg == null)   return null;
 else   return a.message();
}
",Invoke the BroadcastFilter.,"Filter and return null for the null and abort message in BroadcastAction, return the action message otherwise.",yes,yes
636767e01a6d9265ec018764,"private JsonObject convertProperties(List<KeyStringValuePair> properties){
  final JsonObject result=new JsonObject();
  for (  KeyStringValuePair kv : properties) {
    result.addProperty(kv.getKey(),kv.getValue());
  }
  return result;
}
",Convert process properties to source data.,Convert process properties to the JsonObject.,yes,yes
6367677e1a6d9265ec018314,"protected int removeUnusedNodes(){
  int count=0;
  CategoryNode root=_categoryModel.getRootCategoryNode();
  Enumeration enumeration=root.depthFirstEnumeration();
  while (enumeration.hasMoreElements()) {
    CategoryNode node=(CategoryNode)enumeration.nextElement();
    if (node.isLeaf() && node.getNumberOfContainedRecords() == 0 && node.getParent() != null) {
      _categoryModel.removeNodeFromParent(node);
      count++;
    }
  }
  return count;
}
",Removes any inactive nodes from the Category tree.,Remove any inactive nodes from the Category tree and return the number of removed nodes.,yes,yes
636766ff1a6d9265ec017853,"protected Label readLabel(final int bytecodeOffset,final Label[] labels){
  if (labels[bytecodeOffset] == null) {
    labels[bytecodeOffset]=new Label();
  }
  return labels[bytecodeOffset];
}
",Returns the label corresponding to the given bytecode offset. ,Return the label by the given bytecode offset if it has been created. ,yes,yes
6367677d1a6d9265ec0182fd,"public static boolean toBoolean(String value,boolean dEfault){
  if (value == null)   return dEfault;
  String trimmedVal=value.trim();
  if (""true"".equalsIgnoreCase(trimmedVal))   return true;
  if (""false"".equalsIgnoreCase(trimmedVal))   return false;
  return dEfault;
}
","If value is ""true"", then true is returned. ",Check whether a string is true or false after ignore cases and trim the whitespaces at both ends. ,yes,yes
6367676a1a6d9265ec0181cd,"public static String trimLeadingWhitespace(String str){
  if (!hasLength(str)) {
    return str;
  }
  StringBuilder sb=new StringBuilder(str);
  while (sb.length() > 0 && Character.isWhitespace(sb.charAt(0))) {
    sb.deleteCharAt(0);
  }
  return sb.toString();
}
",Trim leading whitespace from the given String.,Trim the leading whitespaces in a string.,yes,no
636766fe1a6d9265ec01782a,"final String readUtf(final int constantPoolEntryIndex,final char[] charBuffer){
  String value=constantUtf8Values[constantPoolEntryIndex];
  if (value != null) {
    return value;
  }
  int cpInfoOffset=cpInfoOffsets[constantPoolEntryIndex];
  return constantUtf8Values[constantPoolEntryIndex]=readUtf(cpInfoOffset + 2,readUnsignedShort(cpInfoOffset),charBuffer);
}
",Reads a CONSTANT_Utf8 constant pool entry in classFileBuffer.,Read a CONSTANT_Utf8 constant pool entry in the classFileBuffer.,yes,yes
636766851a6d9265ec01751b,"private static char decodeHexNibble(final char c){
  if ('0' <= c && c <= '9') {
    return (char)(c - '0');
  }
 else   if ('a' <= c && c <= 'f') {
    return (char)(c - 'a' + 10);
  }
 else   if ('A' <= c && c <= 'F') {
    return (char)(c - 'A' + 10);
  }
 else {
    return Character.MAX_VALUE;
  }
}
",Helper to decode half of a hexadecimal number from a string.,Convert a hexadecimal number to binary and return its character type.,yes,yes
636766f21a6d9265ec01767d,"public static String toString(Object object){
  return (object == null) ? null : object.toString();
}
","Object to String ,when null object then null else return toString();",Convert object to string  if the object is not null. ,yes,yes
636767581a6d9265ec017fc4,"public static long factorial(int n){
  long multi=1;
  for (int i=1; i <= n; i++) {
    multi=multi * i;
  }
  return multi;
}
",Calculate the factorial of $n$.,Calculate the factorial of the given number.,yes,yes
636767511a6d9265ec017eb6,"private OuterFaceCirculator selectOnOuterFace(Predicate<Node> predicate,Node start,Node stop,int dir){
  OuterFaceCirculator circulator=start.iterator(dir);
  Node current=circulator.next();
  while (current != stop && !predicate.test(current)) {
    current=circulator.next();
  }
  return circulator;
}
","Either finds and returns a circulator to the node on the boundary of the component, which satisfies the predicate or returns a circulator to the stop node.",Find a circulator to the node that satisfies the Interface predicate.,yes,yes
636767841a6d9265ec0183e8,"public void add(LoggingEvent event){
  ea[last]=event;
  if (++last == maxSize)   last=0;
  if (numElems < maxSize)   numElems++;
 else   if (++first == maxSize)   first=0;
}
",Add an event as the last event in the buffer.,Add an event as the last event in the buffer.,yes,yes
636767a41a6d9265ec01857e,"private static int compareSigned(long a,long b){
  return (a < b) ? -1 : ((a > b) ? 1 : 0);
}
",Compares the two specified code long values.,Compare two numbers.,yes,yes
636767691a6d9265ec0181ae,"public static String[] toStringArray(Enumeration<String> enumeration){
  if (enumeration == null) {
    return null;
  }
  List<String> list=java.util.Collections.list(enumeration);
  return list.toArray(new String[list.size()]);
}
",Copy the given Enumeration into a String array. ,Convert an enumeration to a string array.,yes,yes
636766a91a6d9265ec0175ae,"public ByteVector putByteArray(final byte[] byteArrayValue,final int byteOffset,final int byteLength){
  if (length + byteLength > data.length) {
    enlarge(byteLength);
  }
  if (byteArrayValue != null) {
    System.arraycopy(byteArrayValue,byteOffset,data,length,byteLength);
  }
  length+=byteLength;
  return this;
}
",Puts an array of bytes into this byte vector. ,Add a byte array into the byte vector.,yes,yes
636766f11a6d9265ec01764f,"public Collection<Object> values(){
  ArrayList<Object> answer=new ArrayList<>(readMethods.size());
  for (Iterator<Object> iter=valueIterator(); iter.hasNext(); ) {
    answer.add(iter.next());
  }
  return Collections.unmodifiableList(answer);
}
",Returns the values for the BeanMap.,Return an unmodifiable list that contains all methods in the BeanMap.,yes,yes
636766f81a6d9265ec017758,"@Override public int hashCode(){
  int hashCode=13 * (sort == INTERNAL ? OBJECT : sort);
  if (sort >= ARRAY) {
    for (int i=valueBegin, end=valueEnd; i < end; i++) {
      hashCode=17 * (hashCode + valueBuffer.charAt(i));
    }
  }
  return hashCode;
}
",Returns a hash code value for this type.,Compute a hash code according to the type.,yes,yes
6367676c1a6d9265ec01820b,"public static String deleteAny(String inString,String charsToDelete){
  if (!hasLength(inString) || !hasLength(charsToDelete)) {
    return inString;
  }
  StringBuilder sb=new StringBuilder();
  for (int i=0; i < inString.length(); i++) {
    char c=inString.charAt(i);
    if (charsToDelete.indexOf(c) == -1) {
      sb.append(c);
    }
  }
  return sb.toString();
}
",Delete any character in a given String.,Delete characters that exists in the intersection between two character strings of the first character string and return the first character string that is modified.,yes,no
636766861a6d9265ec01755a,"public final MatchResult match(CharSequence uri){
  if (uri == null || uri.length() == 0)   return (regexPattern == null) ? EMPTY_STRING_MATCH_RESULT : null;
 else   if (regexPattern == null)   return null;
  Matcher m=regexPattern.matcher(uri);
  if (!m.matches())   return null;
  return (groupIndexes.length > 0) ? new GroupIndexMatchResult(m) : m;
}
",Match a URI against the pattern.,"If the match between the url and the pattern occurs, return the match result. ",yes,yes
636766f91a6d9265ec01777d,"public static byte convertHexDigit(byte b){
  if ((b >= '0') && (b <= '9'))   return (byte)(b - '0');
  if ((b >= 'a') && (b <= 'f'))   return (byte)(b - 'a' + 10);
  if ((b >= 'A') && (b <= 'F'))   return (byte)(b - 'A' + 10);
  throw new IllegalArgumentException(""!hex:"" + Integer.toHexString(0xff & b));
}
",@param b An ASCII encoded character 0-9 a-f A-F.,Convert an ASCII encoded character to hex.,no,yes
636766801a6d9265ec017477,"private void addReverse(final InputStream[] files){
  for (int i=files.length - 1; i >= 0; --i) {
    stack.add(files[i]);
  }
}
",Add the specified files in reverse order.,Add files in the stack in reverse order.,yes,yes
636767de1a6d9265ec01871e,"private void check(String modelName) throws IllegalStateException {
  for (int i=0; i < keys.size(); i++) {
    final ModelColumn modelColumn=keys.get(i);
    if (modelColumn == null) {
      throw new IllegalStateException(""Sharding key index="" + i + "" is missing in ""+ modelName);
    }
  }
}
",@param modelName model name of the entity,Check whether the key contains null.,no,yes
636766f81a6d9265ec01774b,"public byte readByte() throws IOException {
  if (head == tail) {
    head=0;
    tail=input.read(buffer,head,bufSize);
    if (tail == -1) {
      throw new IOException(""No more data is available"");
    }
  }
  return buffer[head++];
}
","Reads a byte from the buffer, and refills it as necessary.",Read the next buffer in the buffer.,yes,yes
636766851a6d9265ec017515,"@Override public Action inspect(AtmosphereResource r){
switch (r.transport()) {
case JSONP:
case AJAX:
case LONG_POLLING:
    r.resumeOnBroadcast(true);
  break;
default :
break;
}
return Action.CONTINUE;
}
",Automatically suspend the AtmosphereResource based or AtmosphereResource.TRANSPORT value.,Suspend the AtmosphereResource based on its transport value.,yes,yes
636767611a6d9265ec018106,"public double vertexWeight(Set<V> v){
  double wsum=0.0;
  for (  DefaultWeightedEdge e : workingGraph.edgesOf(v)) {
    wsum+=workingGraph.getEdgeWeight(e);
  }
  return wsum;
}
",Compute the sum of the weights entering a vertex.,Return the sum of the weights entering a vertex.,yes,yes
636767841a6d9265ec0183f2,"public int compare(Object aObj1,Object aObj2){
  if ((aObj1 == null) && (aObj2 == null)) {
    return 0;
  }
 else   if (aObj1 == null) {
    return -1;
  }
 else   if (aObj2 == null) {
    return 1;
  }
  final EventDetails le1=(EventDetails)aObj1;
  final EventDetails le2=(EventDetails)aObj2;
  if (le1.getTimeStamp() < le2.getTimeStamp()) {
    return 1;
  }
  return -1;
}
",@see Comparator,Compare two events by their timeStamp.,no,yes
636767861a6d9265ec01844c,"public void removeAppender(String name){
  if (name == null || appenderList == null)   return;
  int size=appenderList.size();
  for (int i=0; i < size; i++) {
    if (name.equals(((Appender)appenderList.elementAt(i)).getName())) {
      appenderList.removeElementAt(i);
      break;
    }
  }
}
",Remove the appender with the name passed as parameter form the list of appenders.,Remove the appender by the given name from the list of appenders.,yes,yes
636767781a6d9265ec018242,"public int appendLoopOnAppenders(LoggingEvent event){
  int size=0;
  Appender appender;
  if (appenderList != null) {
    size=appenderList.size();
    for (int i=0; i < size; i++) {
      appender=(Appender)appenderList.elementAt(i);
      appender.doAppend(event);
    }
  }
  return size;
}
",Call the doAppend method on all attached appenders.,Call the doAppend method on all attached appenders.,yes,yes
6367670c1a6d9265ec017a2a,"public static int[] toPrimitive(final Integer[] array){
  if (array == null) {
    return null;
  }
 else   if (array.length == 0) {
    return ArrayUtils.EMPTY_INT_ARRAY;
  }
  final int[] result=new int[array.length];
  for (int i=0; i < array.length; i++) {
    result[i]=array[i].intValue();
  }
  return result;
}
",Converts an array of object Integers to primitives. ,Convert the given Integer array to primitives. ,yes,yes
636767041a6d9265ec017911,"static void register(Object value){
  if (value != null) {
    Map m=getRegistry();
    if (m == null) {
      m=new WeakHashMap();
      REGISTRY.set(m);
    }
    m.put(value,null);
  }
}
",Registers the given object. ,Register the value in REGISTRY if the value is not null.,yes,yes
636767511a6d9265ec017eb0,"public int nonZeros(int row){
  assert row >= 0 && row < rowOffsets.length;
  return rowOffsets[row + 1] - rowOffsets[row];
}
",Get the number of non-zero entries of a row.,Return the number of non-zero entries of a row.,yes,yes
6367676c1a6d9265ec018223,"public static boolean containsInstance(Collection collection,Object element){
  if (collection != null) {
    for (    Object candidate : collection) {
      if (candidate == element) {
        return true;
      }
    }
  }
  return false;
}
",Check whether the given Collection contains the given element instance. ,Check whether the element exists in the collection.,yes,yes
636766fa1a6d9265ec01779d,"public static boolean isAsciiControl(final char ch){
  return ch < 32 || ch == 127;
}
",Checks whether the character is ASCII 7 bit control. ,Check whether the character is ASCII 7 bit control.,yes,yes
